,0,1,2,3,4,5,6
84,-0.10683305,-0.08293273,-0.052120354,-0.3468676,0.5468868,0.24601376,0.008662229
85,-0.111191,-0.100344084,0.5016535,0.42965397,-0.12144544,0.39252585,-0.059160706
86,-0.10672968,-0.0852621,1.0976123,1.0135993,0.22128904,0.7710252,0.35997593
87,-0.10987522,-0.080173045,0.5846077,0.7389263,-0.35606995,0.17484866,0.5366337
88,-0.11406135,-0.070328094,1.0879995,-0.23556748,0.78788716,-0.009007717,0.5409989
89,-0.11129833,-0.09138207,-0.07427799,1.1079475,0.023503756,0.35074377,0.0763096
90,-0.10719068,-0.080031045,0.47636628,-0.21783224,0.5950594,0.7381077,0.66075176
91,-0.10743805,-0.08544938,0.5807633,0.2548762,0.96927637,-0.0031165723,0.0939602
92,-0.11143542,-0.07788644,1.0784383,0.5771335,0.3709991,1.2443165,0.6618159
93,-0.10557284,-0.096947104,-0.39790532,1.2395749,0.91074073,0.26829648,-0.0076157097
94,-0.109821424,-0.08261305,0.013246035,0.55859506,0.30109778,0.09752757,0.5991147
95,-0.107829854,-0.08435319,-0.05011114,0.07012049,1.0099877,0.36412227,0.35246596
96,-0.11230018,-0.094017304,-0.023240084,-0.32502797,0.55362844,0.50587165,0.93377674
97,-0.10755489,-0.088565014,0.7008359,-0.2734135,1.2022111,0.27488413,-0.2905967
98,-0.11585169,-0.08644876,0.6260817,-0.14706603,0.22640426,0.17330317,0.70152515
99,-0.10667828,-0.09565503,-0.07385381,-0.09461781,0.6146518,0.36650988,0.49175045
100,-0.10435085,-0.08140729,1.1805288,0.39749643,0.5087851,1.0059992,0.46187833
101,-0.11324029,-0.084644765,1.1720191,0.08634997,0.22700395,0.5403807,0.5501549
102,-0.108498424,-0.10109308,0.23404288,0.27679446,0.17712478,-0.18113479,-0.43565443
103,-0.10966313,-0.08539901,0.61543375,0.9097754,0.31151715,0.45795503,0.66665226
104,-0.10964232,-0.08390633,0.56906676,0.5877344,0.289611,0.12317134,0.474257
105,-0.114567034,-0.10205507,0.09647382,0.68687177,0.91307807,0.49696591,0.39353725
106,-0.11252971,-0.07997423,0.56099856,-0.07141527,0.65879613,0.06605134,0.26506504
107,-0.11018059,-0.07748197,0.5433889,0.5220364,0.052647416,-0.15696129,0.2442297
108,-0.11758443,-0.07384613,1.0154434,0.04762021,1.1616584,0.3773445,0.9325919
109,-0.098667435,-0.07252793,-0.04349446,-0.29367062,-0.11087414,0.23192087,0.23319596
110,-0.10437113,-0.07090748,1.0631505,0.7761429,0.6704053,0.986852,0.6905164
111,-0.11016338,-0.09781848,-0.0490998,0.6172327,-0.04269242,0.15229788,0.6228918
112,-0.116672054,-0.09423952,0.76128715,-0.3933964,-0.20070425,0.35855344,0.96825963
113,-0.109561756,-0.085897386,-0.028240109,0.39984235,0.27187037,0.3119328,0.42473903
114,-0.10172205,-0.09489585,0.04586691,0.7827682,1.2260339,0.19199923,0.8887648
115,-0.102077454,-0.07014238,-0.016239578,-0.09276041,0.04086155,0.6396239,0.46900684
116,-0.11482173,-0.09071924,0.047377918,0.3970904,0.96306837,-0.012567991,0.49399063
117,-0.1137614,-0.09073172,0.6249431,-0.11389383,-0.050943997,0.39606127,0.9306064
118,-0.10069868,-0.08903394,1.183558,0.20065789,-0.8154281,0.85576576,0.54188883
119,-0.11074256,-0.096361265,1.0130285,-0.18243203,-0.022816205,0.55037785,0.27683023
120,-0.10551176,-0.083040245,1.063254,-0.24693754,-0.21605065,0.3026723,0.7069653
121,-0.1007895,-0.071812585,1.1265774,0.451165,0.30331373,1.2489568,0.44473267
122,-0.10274037,-0.07533502,-0.039988603,0.15220016,0.16345161,0.539959,0.87726194
123,-0.117714345,-0.10740757,-0.02250784,0.3523064,-0.34786817,-0.1398013,0.046271328
124,-0.111808404,-0.07677791,0.12693003,0.9255909,0.75376374,0.13150072,0.7649925
125,-0.10692087,-0.08333434,0.011531806,1.0309064,0.705919,0.3208052,-0.41198215
126,-0.108297914,-0.089333996,0.022354072,0.43171585,1.2503058,-0.03309005,-0.05099311
127,-0.11228528,-0.08518582,0.5002331,-0.047761288,0.3381586,0.54042834,0.61348736
128,-0.109137714,-0.08260721,0.51141375,0.58666265,0.16971818,0.55984217,0.5843178
129,-0.114020675,-0.07914946,0.57115465,0.6397887,-0.29871812,0.49931803,0.17952733
130,-0.09099256,-0.0633991,-0.003132129,-0.02064749,0.13853312,0.73509055,0.24507524
131,-0.10837825,-0.09076641,0.6008825,-0.21621367,1.0838385,0.2991822,-0.10732653
132,-0.100844905,-0.08100948,1.0480541,0.88784003,0.88188523,1.3025968,0.416836
