,Type,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
6070,Person and Vehicle search,2022-01-25T05:09:51+00:00,51.512462,-0.076095,Controlled drugs,1
6077,Person search,2022-01-26T03:21:19+00:00,51.517576,-0.079786,Controlled drugs,1
6078,Person search,2022-01-26T03:21:19+00:00,51.517032,-0.089451,Controlled drugs,1
6079,Person search,2022-01-26T03:22:50+00:00,51.517032,-0.089451,Controlled drugs,1
6083,Person search,2022-01-26T08:59:32+00:00,51.518091,-0.078308,Controlled drugs,1
6084,Person search,2022-01-27T02:13:14+00:00,51.51121,-0.094206,Article for use in theft,1
6085,Person search,2022-01-27T02:54:30+00:00,51.509344,-0.080665,Stolen goods,1
6087,Person search,2022-01-27T04:10:23+00:00,51.517431,-0.082458,Stolen goods,1
6092,Person search,2022-01-27T08:53:10+00:00,51.513051,-0.104001,Controlled drugs,1
6094,Person search,2022-01-27T12:06:15+00:00,51.517149,-0.08776,Controlled drugs,1
6095,Person and Vehicle search,2022-01-27T12:08:54+00:00,51.512856,-0.073254,Controlled drugs,1
6097,Person search,2022-01-28T01:53:13+00:00,51.509848,-0.104494,Controlled drugs,1
6104,Person search,2022-01-28T10:16:44+00:00,51.514203,-0.094628,Controlled drugs,1
6105,Person search,2022-01-28T11:52:49+00:00,51.516814,-0.08162,Controlled drugs,1
6110,Person search,2022-01-29T01:28:56+00:00,51.510671,-0.084284,Article for use in theft,1
6112,Person search,2022-01-29T03:58:20+00:00,51.510671,-0.084284,Article for use in theft,1
6117,Person search,2022-01-29T08:24:17+00:00,51.517244,-0.080376,Stolen goods,1
6118,Person search,2022-01-29T10:07:44+00:00,51.514203,-0.094628,Article for use in theft,1
6126,Person search,2022-01-31T02:24:42+00:00,51.511711,-0.07421,Controlled drugs,1
6132,Person search,2022-01-31T07:47:35+00:00,51.512528,-0.081281,Offensive weapons,1
6136,Person and Vehicle search,2022-02-01T07:47:53+00:00,51.51265,-0.101452,Controlled drugs,1
6137,Person search,2022-02-01T08:27:06+00:00,51.511625,-0.081549,Stolen goods,1
6139,Person and Vehicle search,2022-02-02T02:41:24+00:00,51.517576,-0.079786,Controlled drugs,1
6141,Person and Vehicle search,2022-02-02T04:51:21+00:00,51.516351,-0.082965,Controlled drugs,1
6147,Person search,2022-02-02T08:00:25+00:00,51.514547,-0.112039,Controlled drugs,1
6148,Person and Vehicle search,2022-02-02T08:14:33+00:00,51.509848,-0.104494,Controlled drugs,1
6158,Person search,2022-02-04T06:58:54+00:00,51.512882,-0.084768,Controlled drugs,1
6159,Person search,2022-02-04T07:07:33+00:00,51.513129,-0.094933,Article for use in theft,1
6168,Person search,2022-02-05T03:52:53+00:00,51.515031,-0.100748,Article for use in theft,1
6169,Person search,2022-02-05T06:17:26+00:00,51.512888,-0.094482,Controlled drugs,1
6170,Person search,2022-02-05T06:26:36+00:00,51.512888,-0.094482,Controlled drugs,1
6172,Person and Vehicle search,2022-02-05T09:21:10+00:00,51.512147,-0.092077,Controlled drugs,1
6178,Person and Vehicle search,2022-02-07T05:45:27+00:00,51.512108,-0.097973,Controlled drugs,1
6179,Person search,2022-02-07T06:20:10+00:00,51.517576,-0.079786,Controlled drugs,1
6180,Person search,2022-02-07T06:31:35+00:00,51.517576,-0.079786,Controlled drugs,1
6181,Person search,2022-02-07T06:41:58+00:00,51.517576,-0.079786,Controlled drugs,1
6182,Person search,2022-02-07T07:41:58+00:00,51.517576,-0.079786,Controlled drugs,1
6193,Person search,2022-02-09T08:36:45+00:00,51.523901,-0.096011,Offensive weapons,1
6194,Person search,2022-02-10T04:40:14+00:00,51.516191,-0.086416,Article for use in theft,1
6197,Person and Vehicle search,2022-02-11T01:51:00+00:00,51.516966,-0.1059,Controlled drugs,1
6201,Person and Vehicle search,2022-02-11T08:18:08+00:00,51.51792,-0.092628,Controlled drugs,1
6204,Person search,2022-02-11T09:57:26+00:00,51.50995,-0.078665,Controlled drugs,1
6207,Person search,2022-02-12T04:09:43+00:00,51.517836,-0.110735,Article for use in theft,1
6210,Person search,2022-02-13T01:49:56+00:00,51.516855,-0.080234,Controlled drugs,1
6216,Person search,2022-02-14T03:02:25+00:00,51.511223,-0.089435,Article for use in theft,1
6218,Person search,2022-02-15T03:30:11+00:00,51.508963,-0.073894,Controlled drugs,1
6221,Person search,2022-02-16T02:37:45+00:00,51.51442,-0.09472,Evidence of offences under the Act,1
6229,Person and Vehicle search,2022-02-16T12:28:34+00:00,51.515866,-0.073675,Controlled drugs,1
6233,Person search,2022-02-17T09:09:15+00:00,51.518864,-0.097562,Controlled drugs,1
6235,Person search,2022-02-18T01:27:07+00:00,51.514627,-0.072156,Controlled drugs,1
6243,Person and Vehicle search,2022-02-18T09:28:37+00:00,51.525268,-0.088804,Article for use in theft,1
6248,Person and Vehicle search,2022-02-19T06:46:00+00:00,51.516351,-0.082965,Controlled drugs,1
6266,Person search,2022-02-22T03:18:43+00:00,51.512598,-0.084967,Article for use in theft,1
6269,Person and Vehicle search,2022-02-22T12:32:30+00:00,51.512147,-0.092077,Controlled drugs,1
6271,Person search,2022-02-23T03:13:31+00:00,51.512598,-0.084967,Article for use in theft,1
6273,Person search,2022-02-23T04:17:56+00:00,51.517431,-0.082458,Article for use in theft,1
6287,Person search,2022-02-26T02:37:01+00:00,51.512598,-0.084967,Controlled drugs,1
6296,Person search,2022-02-26T05:56:19+00:00,51.51637,-0.081912,Controlled drugs,1
6300,Person search,2022-02-27T06:57:48+00:00,51.511478,-0.096846,Article for use in theft,1
6302,Person search,2022-02-28T01:06:44+00:00,51.513394,-0.084199,Article for use in theft,1
6303,Person search,2022-03-01T05:02:30+00:00,51.510014,-0.081516,Article for use in theft,1
6305,Person search,2022-03-02T02:54:11+00:00,51.517058,-0.083296,Controlled drugs,1
6315,Person search,2022-03-03T04:40:50+00:00,51.516814,-0.08162,Controlled drugs,1
6324,Person search,2022-03-04T06:41:08+00:00,51.512598,-0.084967,Article for use in theft,1
6325,Person search,2022-03-04T07:24:46+00:00,51.512598,-0.084967,Article for use in theft,1
6337,Person and Vehicle search,2022-03-05T04:04:16+00:00,51.512598,-0.084967,Controlled drugs,1
6346,Person search,2022-03-05T05:57:51+00:00,51.518189,-0.082628,Article for use in theft,1
6352,Person search,2022-03-06T03:51:24+00:00,51.504848,-0.090033,Controlled drugs,1
6355,Person search,2022-03-06T07:24:19+00:00,51.504848,-0.090033,Controlled drugs,1
6360,Person search,2022-03-07T05:01:09+00:00,51.516966,-0.1059,Article for use in theft,1
6362,Person search,2022-03-07T12:02:15+00:00,51.516814,-0.08162,Controlled drugs,1
6369,Person search,2022-03-08T12:57:33+00:00,51.50995,-0.078665,Controlled drugs,1
6370,Person search,2022-03-09T02:55:52+00:00,51.513952,-0.085833,Stolen goods,1
6373,Person and Vehicle search,2022-03-10T02:28:11+00:00,51.512598,-0.084967,Controlled drugs,1
6374,Person search,2022-03-10T05:53:26+00:00,51.512598,-0.084967,Controlled drugs,1
6375,Person search,2022-03-10T06:17:50+00:00,51.516233,-0.077392,Controlled drugs,1
6376,Person search,2022-03-10T07:47:46+00:00,51.510828,-0.086166,Stolen goods,1
6378,Person search,2022-03-11T02:01:13+00:00,51.513952,-0.085833,Stolen goods,1
6380,Person search,2022-03-11T05:16:57+00:00,51.516351,-0.082965,Controlled drugs,1
6382,Person search,2022-03-11T08:12:13+00:00,51.513627,-0.076435,Article for use in theft,1
6383,Person search,2022-03-11T08:53:26+00:00,51.514203,-0.094628,Controlled drugs,1
6384,Person and Vehicle search,2022-03-11T09:01:52+00:00,51.52181,-0.097929,Controlled drugs,1
6391,Person and Vehicle search,2022-03-12T09:44:19+00:00,51.52181,-0.097929,Controlled drugs,1
6398,Person search,2022-03-13T12:14:31+00:00,51.513297,-0.101959,Controlled drugs,1
6406,Person search,2022-03-14T04:40:18+00:00,51.511616,-0.086551,Controlled drugs,1
6408,Person search,2022-03-14T07:21:33+00:00,51.517244,-0.080376,Article for use in theft,1
6410,Person search,2022-03-15T03:28:02+00:00,51.512598,-0.084967,Article for use in theft,1
6412,Person search,2022-03-16T01:04:38+00:00,51.517244,-0.080376,Stolen goods,1
6416,Person search,2022-03-16T05:35:10+00:00,51.516814,-0.08162,Controlled drugs,1
6420,Person search,2022-03-16T07:54:21+00:00,51.516814,-0.08162,Stolen goods,1
6426,Person search,2022-03-17T04:39:57+00:00,51.511165,-0.100822,Controlled drugs,1
6427,Person search,2022-03-17T06:12:52+00:00,51.514203,-0.094628,Stolen goods,1
6430,Person search,2022-03-17T06:22:37+00:00,51.510913,-0.101395,Controlled drugs,1
6432,Person search,2022-03-18T06:01:08+00:00,51.518511,-0.08531,Controlled drugs,1
6439,Person and Vehicle search,2022-03-19T02:18:45+00:00,51.522233,-0.107382,Controlled drugs,1
6446,Person search,2022-03-19T12:43:35+00:00,51.512598,-0.084967,Stolen goods,1
6454,Person search,2022-03-22T07:09:17+00:00,51.517431,-0.082458,Controlled drugs,1
6455,Person search,2022-03-22T07:58:26+00:00,51.518189,-0.082628,Controlled drugs,1
6458,Person search,2022-03-22T08:53:30+00:00,51.517431,-0.082458,Controlled drugs,1
6461,Person and Vehicle search,2022-03-23T06:06:05+00:00,51.521463,-0.107054,Controlled drugs,1
6462,Person search,2022-03-23T06:57:25+00:00,51.507808,-0.07913,Article for use in theft,1
6466,Person search,2022-03-23T08:00:27+00:00,51.507808,-0.07913,Article for use in theft,1
6468,Person search,2022-03-23T08:16:13+00:00,51.509344,-0.080665,Article for use in theft,1
6477,Person search,2022-03-24T04:27:18+00:00,51.516814,-0.08162,Stolen goods,1
6481,Person search,2022-03-25T03:47:54+00:00,51.510913,-0.08315,Firearms,1
6486,Person search,2022-03-25T07:41:34+00:00,51.512952,-0.096814,Offensive weapons,1
6495,Person and Vehicle search,2022-03-26T08:43:00+00:00,51.515307,-0.097277,Controlled drugs,1
6496,Person and Vehicle search,2022-03-26T08:59:32+00:00,51.515307,-0.097277,Controlled drugs,1
6499,Person search,2022-03-29T00:03:46+00:00,51.514763,-0.075508,Controlled drugs,1
6505,Person search,2022-03-30T03:23:30+00:00,51.514158,-0.100179,Stolen goods,1
6506,Person search,2022-03-30T04:47:11+00:00,51.50932,-0.084701,Controlled drugs,1
6507,Person search,2022-03-30T05:11:41+00:00,51.509344,-0.080665,Controlled drugs,1
6510,Person search,2022-03-31T02:45:28+00:00,51.512598,-0.084967,Stolen goods,1
6514,Person search,2022-04-01T16:06:09+00:00,51.513869,-0.105134,Stolen goods,1
6516,Person search,2022-04-01T17:46:46+00:00,51.510786,-0.068816,Controlled drugs,1
6518,Person search,2022-04-01T21:07:38+00:00,51.517032,-0.089451,Controlled drugs,1
6523,Person search,2022-04-02T04:55:10+00:00,51.510651,-0.080322,Controlled drugs,1
6524,Person search,2022-04-02T04:58:51+00:00,51.511611,-0.080728,Controlled drugs,1
6525,Person search,2022-04-02T06:17:55+00:00,51.510651,-0.080322,Controlled drugs,1
6526,Person search,2022-04-02T11:10:25+00:00,51.511118,-0.090203,Controlled drugs,1
6533,Person search,2022-04-03T15:53:29+00:00,51.517576,-0.079786,Controlled drugs,1
6535,Person search,2022-04-04T03:26:32+00:00,51.516855,-0.080234,Controlled drugs,1
6536,Person search,2022-04-04T03:38:02+00:00,51.516855,-0.080234,Controlled drugs,1
6539,Person search,2022-04-04T08:25:32+00:00,51.517576,-0.079786,Articles for use in criminal damage,1
6540,Person search,2022-04-04T14:09:38+00:00,51.512462,-0.076095,Controlled drugs,1
6541,Person search,2022-04-04T16:45:12+00:00,51.517576,-0.079786,Stolen goods,1
6547,Person and Vehicle search,2022-04-06T02:20:17+00:00,51.50995,-0.078665,Controlled drugs,1
6548,Person and Vehicle search,2022-04-06T02:29:54+00:00,51.50995,-0.078665,Controlled drugs,1
6559,Person search,2022-04-08T01:56:16+00:00,51.51769,-0.084566,Stolen goods,1
6561,Person search,2022-04-08T07:36:08+00:00,51.510182,-0.092865,Controlled drugs,1
6564,Person search,2022-04-08T16:53:39+00:00,51.51792,-0.092628,Offensive weapons,1
6593,Person search,2022-04-12T07:12:47+00:00,51.517431,-0.082458,Controlled drugs,1
6599,Person search,2022-04-13T03:29:45+00:00,51.517431,-0.082458,Controlled drugs,1
6603,Person search,2022-04-13T20:31:01+00:00,51.512462,-0.076095,Controlled drugs,1
6607,Person search,2022-04-14T01:55:21+00:00,51.513389,-0.080034,Controlled drugs,1
6608,Person search,2022-04-14T13:29:33+00:00,51.51768,-0.078484,Controlled drugs,1
6611,Person search,2022-04-14T19:22:48+00:00,51.512959,-0.094464,Controlled drugs,1
6628,Person search,2022-04-20T04:26:43+00:00,51.513581,-0.108418,Controlled drugs,1
6630,Person search,2022-04-20T15:15:40+00:00,51.509775,-0.085014,Controlled drugs,1
6632,Person search,2022-04-20T15:39:51+00:00,51.518511,-0.08531,Controlled drugs,1
6637,Person search,2022-04-20T21:44:35+00:00,51.508066,-0.08778,Article for use in theft,1
6643,Person search,2022-04-21T18:11:17+00:00,51.5193,-0.093969,Controlled drugs,1
6645,Person search,2022-04-21T19:37:05+00:00,51.510671,-0.084284,Controlled drugs,1
6646,Person and Vehicle search,2022-04-21T19:44:41+00:00,51.510671,-0.084284,Controlled drugs,1
6647,Person search,2022-04-21T20:30:55+00:00,51.515033,-0.07825,Controlled drugs,1
6649,Person search,2022-04-21T20:52:50+00:00,51.51121,-0.094206,Article for use in theft,1
6650,Person search,2022-04-21T20:52:50+00:00,51.51866,-0.059878,Article for use in theft,1
6655,Person search,2022-04-22T20:34:10+00:00,51.512598,-0.084967,Controlled drugs,1
6656,Person and Vehicle search,2022-04-23T05:32:09+00:00,51.508066,-0.08778,Controlled drugs,1
6657,Person search,2022-04-23T18:42:17+00:00,51.512147,-0.092077,Stolen goods,1
6658,Person search,2022-04-23T18:55:54+00:00,51.511118,-0.090203,Article for use in theft,1
6668,Person search,2022-04-26T01:18:43+00:00,51.513769,-0.076833,Controlled drugs,1
6670,Person search,2022-04-26T14:30:46+00:00,51.510651,-0.080322,Article for use in theft,1
6671,Person search,2022-04-26T14:53:31+00:00,51.510651,-0.080322,Article for use in theft,1
6674,Person search,2022-04-27T03:14:06+00:00,51.508066,-0.08778,Controlled drugs,1
6676,Person and Vehicle search,2022-04-27T04:57:10+00:00,51.51442,-0.09472,Controlled drugs,1
6677,Person and Vehicle search,2022-04-27T05:02:25+00:00,51.51442,-0.09472,Controlled drugs,1
6678,Person and Vehicle search,2022-04-27T05:09:37+00:00,51.51442,-0.09472,Controlled drugs,1
6679,Person and Vehicle search,2022-04-27T05:13:27+00:00,51.51442,-0.09472,Controlled drugs,1
6680,Person and Vehicle search,2022-04-27T05:22:28+00:00,51.508066,-0.08778,Controlled drugs,1
6681,Person and Vehicle search,2022-04-27T05:43:58+00:00,51.509876,-0.086278,Controlled drugs,1
6682,Person search,2022-04-27T11:44:12+00:00,51.517297,-0.102412,Controlled drugs,1
6683,Person search,2022-04-27T11:46:56+00:00,51.517297,-0.102412,Controlled drugs,1
6684,Person search,2022-04-27T14:56:20+00:00,51.518189,-0.082628,Article for use in theft,1
6685,Person search,2022-04-27T20:43:08+00:00,51.514158,-0.100179,Controlled drugs,1
6686,Person search,2022-04-27T22:09:36+00:00,51.511625,-0.081549,Article for use in theft,1
6690,Person and Vehicle search,2022-04-29T18:57:18+00:00,51.525787,-0.105865,Controlled drugs,1
6692,Person and Vehicle search,2022-04-30T18:42:58+00:00,51.5075,-0.095542,Controlled drugs,1
6693,Person and Vehicle search,2022-04-30T19:13:30+00:00,51.509414,-0.093791,Controlled drugs,1
6700,Person search,2022-05-03T13:46:25+00:00,51.517244,-0.080376,Evidence of offences under the Act,1
6701,Person search,2022-05-03T13:46:25+00:00,51.517244,-0.080376,Evidence of offences under the Act,1
6704,Person search,2022-05-03T20:37:28+00:00,51.506255,-0.074901,Article for use in theft,1
6705,Person search,2022-05-03T20:37:28+00:00,51.506255,-0.074901,Article for use in theft,1
6722,Person search,2022-05-05T15:48:13+00:00,51.506255,-0.074901,Article for use in theft,1
6723,Person search,2022-05-05T15:48:13+00:00,51.506255,-0.074901,Article for use in theft,1
6728,Person search,2022-05-06T01:54:08+00:00,51.515504,-0.07627,Controlled drugs,1
6729,Person search,2022-05-06T01:54:08+00:00,51.515504,-0.07627,Controlled drugs,1
6734,Person and Vehicle search,2022-05-06T13:21:51+00:00,51.514151,-0.074958,Controlled drugs,1
6735,Person and Vehicle search,2022-05-06T13:21:51+00:00,51.514151,-0.074958,Controlled drugs,1
6736,Person search,2022-05-06T17:03:49+00:00,51.517244,-0.080376,Controlled drugs,1
6737,Person search,2022-05-06T17:03:49+00:00,51.517244,-0.080376,Controlled drugs,1
6738,Person search,2022-05-06T21:19:44+00:00,51.516814,-0.08162,Controlled drugs,1
6739,Person search,2022-05-06T21:19:44+00:00,51.516814,-0.08162,Controlled drugs,1
6744,Person search,2022-05-07T19:06:21+00:00,51.511749,-0.108018,Controlled drugs,1
6745,Person search,2022-05-07T19:06:21+00:00,51.511749,-0.108018,Controlled drugs,1
6758,Person search,2022-05-10T12:29:51+00:00,51.512598,-0.084967,Article for use in theft,1
6759,Person search,2022-05-10T12:29:51+00:00,51.512598,-0.084967,Article for use in theft,1
6762,Person search,2022-05-10T19:23:33+00:00,51.517244,-0.080376,Stolen goods,1
6763,Person search,2022-05-10T19:23:33+00:00,51.517244,-0.080376,Stolen goods,1
6764,Person search,2022-05-11T13:42:52+00:00,51.522532,-0.114779,Article for use in theft,1
6765,Person search,2022-05-11T13:42:52+00:00,51.522532,-0.114779,Article for use in theft,1
6768,Person and Vehicle search,2022-05-11T17:25:09+00:00,51.51972,-0.099933,Controlled drugs,1
6769,Person and Vehicle search,2022-05-11T17:25:09+00:00,51.51972,-0.099933,Controlled drugs,1
6770,Person search,2022-05-11T17:31:06+00:00,51.517244,-0.080376,Stolen goods,1
6771,Person search,2022-05-11T17:31:06+00:00,51.517244,-0.080376,Stolen goods,1
6786,Person search,2022-05-13T15:06:09+00:00,51.512959,-0.094464,Article for use in theft,1
6787,Person search,2022-05-13T15:06:09+00:00,51.512959,-0.094464,Article for use in theft,1
6792,Person search,2022-05-14T22:02:06+00:00,51.518231,-0.112939,Stolen goods,1
6793,Person search,2022-05-14T22:02:06+00:00,51.518231,-0.112939,Stolen goods,1
6794,Person search,2022-05-15T17:24:29+00:00,51.514203,-0.094628,Stolen goods,1
6795,Person search,2022-05-15T17:24:29+00:00,51.514203,-0.094628,Stolen goods,1
6796,Person search,2022-05-15T17:58:19+00:00,51.517244,-0.080376,Offensive weapons,1
6797,Person search,2022-05-15T17:58:19+00:00,51.517244,-0.080376,Offensive weapons,1
6798,Person search,2022-05-16T14:38:10+00:00,51.516386,-0.108965,Controlled drugs,1
6799,Person search,2022-05-16T14:38:10+00:00,51.516386,-0.108965,Controlled drugs,1
6800,Person search,2022-05-16T15:02:50+00:00,51.506255,-0.074901,Offensive weapons,1
6801,Person search,2022-05-16T15:02:50+00:00,51.506255,-0.074901,Offensive weapons,1
6808,Person and Vehicle search,2022-05-17T14:45:39+00:00,51.513928,-0.108231,Controlled drugs,1
6809,Person and Vehicle search,2022-05-17T14:45:39+00:00,51.513928,-0.108231,Controlled drugs,1
6820,Person search,2022-05-19T07:41:58+00:00,51.517576,-0.079786,Controlled drugs,1
6821,Person search,2022-05-19T07:41:58+00:00,51.517576,-0.079786,Controlled drugs,1
6826,Person search,2022-05-19T14:39:26+00:00,51.514158,-0.100179,Controlled drugs,1
6827,Person search,2022-05-19T14:39:26+00:00,51.514158,-0.100179,Controlled drugs,1
6832,Person and Vehicle search,2022-05-19T18:16:22+00:00,51.508066,-0.08778,Controlled drugs,1
6833,Person and Vehicle search,2022-05-19T18:16:22+00:00,51.508066,-0.08778,Controlled drugs,1
6836,Person search,2022-05-20T05:21:02+00:00,51.517244,-0.080376,Article for use in theft,1
6837,Person search,2022-05-20T05:21:02+00:00,51.517244,-0.080376,Article for use in theft,1
6838,Person and Vehicle search,2022-05-20T10:38:29+00:00,51.516386,-0.108965,Controlled drugs,1
6839,Person and Vehicle search,2022-05-20T10:38:29+00:00,51.516386,-0.108965,Controlled drugs,1
6850,Person and Vehicle search,2022-05-20T16:09:14+00:00,51.517231,-0.079613,Controlled drugs,1
6851,Person and Vehicle search,2022-05-20T16:09:14+00:00,51.517231,-0.079613,Controlled drugs,1
6854,Person and Vehicle search,2022-05-21T04:32:21+00:00,51.516347,-0.104887,Controlled drugs,1
6855,Person and Vehicle search,2022-05-21T04:32:21+00:00,51.516347,-0.104887,Controlled drugs,1
6878,Person search,2022-05-23T23:03:16+00:00,51.516814,-0.08162,Article for use in theft,1
6879,Person search,2022-05-23T23:03:16+00:00,51.516814,-0.08162,Article for use in theft,1
6890,Person search,2022-05-24T18:13:48+00:00,51.516814,-0.08162,Controlled drugs,1
6891,Person search,2022-05-24T18:13:48+00:00,51.516814,-0.08162,Controlled drugs,1
6900,Person search,2022-05-26T12:16:45+00:00,51.512596,-0.087086,Stolen goods,1
6901,Person search,2022-05-26T12:16:45+00:00,51.512596,-0.087086,Stolen goods,1
6908,Person search,2022-05-26T23:26:41+00:00,51.513114,-0.086272,Controlled drugs,1
6909,Person search,2022-05-26T23:26:41+00:00,51.513114,-0.086272,Controlled drugs,1
6916,Person search,2022-05-27T07:11:58+00:00,51.516386,-0.108965,Controlled drugs,1
6917,Person search,2022-05-27T07:11:58+00:00,51.516386,-0.108965,Controlled drugs,1
6918,Person and Vehicle search,2022-05-27T17:07:41+00:00,51.513114,-0.086272,Controlled drugs,1
6919,Person and Vehicle search,2022-05-27T17:07:41+00:00,51.513114,-0.086272,Controlled drugs,1
6930,Person search,2022-05-29T19:14:21+00:00,51.514158,-0.100179,Offensive weapons,1
6931,Person search,2022-05-29T19:14:21+00:00,51.514158,-0.100179,Offensive weapons,1
6934,Person and Vehicle search,2022-05-30T17:21:27+00:00,51.516497,-0.094115,Controlled drugs,1
6935,Person and Vehicle search,2022-05-30T17:21:27+00:00,51.516497,-0.094115,Controlled drugs,1
6936,Person and Vehicle search,2022-05-30T17:46:24+00:00,51.516497,-0.094115,Controlled drugs,1
6937,Person and Vehicle search,2022-05-30T17:46:24+00:00,51.516497,-0.094115,Controlled drugs,1
6938,Person search,2022-05-30T20:42:29+00:00,51.512135,-0.078127,Controlled drugs,1
6939,Person search,2022-05-30T20:42:29+00:00,51.512135,-0.078127,Controlled drugs,1
6940,Person and Vehicle search,2022-05-30T22:40:56+00:00,51.518433,-0.078856,Controlled drugs,1
6941,Person and Vehicle search,2022-05-30T22:40:56+00:00,51.518433,-0.078856,Controlled drugs,1
6952,Person and Vehicle search,2022-05-31T22:09:40+00:00,51.510182,-0.092865,Controlled drugs,1
6953,Person and Vehicle search,2022-05-31T22:09:40+00:00,51.510182,-0.092865,Controlled drugs,1
6954,Person and Vehicle search,2022-05-31T22:12:08+00:00,51.510182,-0.092865,Controlled drugs,1
6955,Person and Vehicle search,2022-05-31T22:12:08+00:00,51.510182,-0.092865,Controlled drugs,1
6958,Person and Vehicle search,2022-06-02T02:17:48+00:00,51.523053,-0.108631,Controlled drugs,1
6962,Person search,2022-06-02T20:57:00+00:00,51.520474,-0.075556,Article for use in theft,1
6964,Person search,2022-06-02T23:41:47+00:00,51.520474,-0.075556,Article for use in theft,1
6968,Person search,2022-06-03T04:21:50+00:00,51.515033,-0.07825,Controlled drugs,1
6973,Person search,2022-06-04T22:36:34+00:00,51.517244,-0.080376,Stolen goods,1
6975,Person and Vehicle search,2022-06-05T05:16:57+00:00,51.51265,-0.101452,Controlled drugs,1
6976,Person search,2022-06-05T13:02:59+00:00,51.51265,-0.101452,Controlled drugs,1
6977,Person and Vehicle search,2022-06-05T23:49:28+00:00,51.516966,-0.1059,Controlled drugs,1
6979,Person search,2022-06-07T00:05:59+00:00,51.520985,-0.078749,Controlled drugs,1
6981,Person and Vehicle search,2022-06-07T08:40:22+00:00,51.515196,-0.071772,Controlled drugs,1
6982,Person and Vehicle search,2022-06-07T08:44:07+00:00,51.516814,-0.08162,Controlled drugs,1
6983,Person search,2022-06-07T10:38:44+00:00,51.517431,-0.082458,Stolen goods,1
6986,Person and Vehicle search,2022-06-08T14:59:43+00:00,51.520985,-0.078749,Controlled drugs,1
6989,Person and Vehicle search,2022-06-08T23:09:57+00:00,51.525655,-0.090517,Controlled drugs,1
6990,Person search,2022-06-08T23:52:18+00:00,51.508066,-0.08778,Stolen goods,1
6997,Person search,2022-06-09T18:18:39+00:00,51.512462,-0.076095,Article for use in theft,1
6998,Person search,2022-06-10T13:30:03+00:00,51.516814,-0.08162,Controlled drugs,1
7002,Person search,2022-06-11T02:26:02+00:00,51.51322,-0.095015,Stolen goods,1
7005,Person and Vehicle search,2022-06-11T21:25:20+00:00,51.515728,-0.078393,Controlled drugs,1
7020,Person search,2022-06-14T12:46:22+00:00,51.513435,-0.075146,Offensive weapons,1
7021,Person search,2022-06-14T13:42:01+00:00,51.516733,-0.104252,Article for use in theft,1
7023,Person and Vehicle search,2022-06-14T16:37:52+00:00,51.510651,-0.080322,Controlled drugs,1
7038,Person and Vehicle search,2022-06-16T20:46:03+00:00,51.506338,-0.088227,Controlled drugs,1
7042,Person search,2022-06-17T19:45:41+00:00,51.51265,-0.101452,Evidence of offences under the Act,1
7044,Person search,2022-06-18T07:16:14+00:00,51.51868,-0.085173,Controlled drugs,1
7048,Person search,2022-06-20T13:04:38+00:00,51.515031,-0.100748,Controlled drugs,1
7049,Person search,2022-06-20T19:59:29+00:00,51.515621,-0.085086,Controlled drugs,1
7051,Person search,2022-06-21T22:22:07+00:00,51.517244,-0.080376,Article for use in theft,1
7053,Person search,2022-06-22T02:29:37+00:00,51.509344,-0.080665,Controlled drugs,1
7066,Person search,2022-06-24T03:15:57+00:00,51.520678,-0.080318,Controlled drugs,1
7070,Person search,2022-06-24T21:01:58+00:00,51.517244,-0.080376,Stolen goods,1
7072,Person search,2022-06-24T22:03:25+00:00,51.51868,-0.085173,Controlled drugs,1
7075,Person and Vehicle search,2022-06-25T01:40:29+00:00,51.515033,-0.07825,Controlled drugs,1
7077,Person search,2022-06-25T06:51:25+00:00,51.515033,-0.07825,Controlled drugs,1
7088,Person search,2022-06-27T15:42:57+00:00,51.510873,-0.105561,Stolen goods,1
7089,Person search,2022-06-27T16:43:31+00:00,51.513447,-0.093493,Controlled drugs,1
7091,Person and Vehicle search,2022-06-27T20:56:47+00:00,51.550955,-0.110157,Offensive weapons,1
7097,Person search,2022-06-28T22:29:00+00:00,51.517244,-0.080376,Stolen goods,1
7099,Person and Vehicle search,2022-06-30T06:31:21+00:00,51.512598,-0.084967,Controlled drugs,1
7101,Person and Vehicle search,2022-06-30T16:29:25+00:00,51.514158,-0.100179,Controlled drugs,1
7108,Person search,2022-06-30T22:05:45+00:00,51.512598,-0.084967,Offensive weapons,1
7111,Person search,2022-07-01T09:30:47+00:00,51.517785,-0.079907,Controlled drugs,1
7112,Person search,2022-07-01T14:22:46+00:00,51.517656,-0.077563,Controlled drugs,1
7119,Person search,2022-07-01T21:15:10+00:00,51.515894,-0.075922,Controlled drugs,1
7120,Person search,2022-07-01T21:19:03+00:00,51.515894,-0.075922,Controlled drugs,1
7127,Person search,2022-07-03T10:23:58+00:00,51.517785,-0.079907,Stolen goods,1
7128,Person search,2022-07-03T18:05:03+00:00,51.517785,-0.079907,Controlled drugs,1
7134,Person search,2022-07-05T10:52:54+00:00,51.51908,-0.103679,Stolen goods,1
7137,Person search,2022-07-06T15:54:03+00:00,51.514627,-0.072156,Controlled drugs,1
7142,Person search,2022-07-06T16:47:19+00:00,51.513813,-0.073531,Controlled drugs,1
7144,Person search,2022-07-06T18:08:07+00:00,51.5131,-0.072542,Controlled drugs,1
