,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
1843,2020-07-16 03:02:18,51.5169,-0.084095,Article for use in theft,1
1844,2020-07-16 03:02:18,51.5169,-0.084095,Article for use in theft,1
1847,2020-07-16 03:11:17,51.518462,-0.093845,Controlled drugs,1
1848,2020-07-16 03:11:17,51.518462,-0.093845,Controlled drugs,1
1851,2020-07-16 04:22:38,51.513377,-0.096363,Controlled drugs,1
1852,2020-07-16 04:22:38,51.513377,-0.096363,Controlled drugs,1
1859,2020-07-16 06:44:42,51.517032,-0.089451,Evidence of offences under the Act,1
1860,2020-07-16 06:44:42,51.517032,-0.089451,Evidence of offences under the Act,1
1879,2020-07-17 01:47:14,51.514501,-0.089716,Article for use in theft,1
1880,2020-07-17 01:47:14,51.514501,-0.089716,Article for use in theft,1
1913,2020-07-19 01:01:44,51.516233,-0.077392,Article for use in theft,1
1914,2020-07-19 01:01:44,51.516233,-0.077392,Article for use in theft,1
1923,2020-07-20 07:52:09,51.513377,-0.096363,Controlled drugs,1
1924,2020-07-20 07:52:09,51.513377,-0.096363,Controlled drugs,1
1925,2020-07-20 09:35:16,51.514203,-0.094628,Article for use in theft,1
1926,2020-07-20 09:35:16,51.514203,-0.094628,Article for use in theft,1
1927,2020-07-21 00:12:46,51.520846,-0.100593,Controlled drugs,1
1928,2020-07-21 00:12:46,51.520846,-0.100593,Controlled drugs,1
1929,2020-07-21 00:38:57,51.519312,-0.103597,Controlled drugs,1
1930,2020-07-21 00:38:57,51.519312,-0.103597,Controlled drugs,1
1931,2020-07-21 02:04:57,51.519312,-0.103597,Controlled drugs,1
1932,2020-07-21 02:04:57,51.519312,-0.103597,Controlled drugs,1
1937,2020-07-21 03:38:38,51.509848,-0.104494,Controlled drugs,1
1938,2020-07-21 03:38:38,51.509848,-0.104494,Controlled drugs,1
1939,2020-07-21 06:32:00,51.511053,-0.075722,Controlled drugs,1
1940,2020-07-21 06:32:00,51.511053,-0.075722,Controlled drugs,1
1941,2020-07-22 02:40:00,51.520985,-0.078749,Stolen goods,1
1942,2020-07-22 02:40:00,51.520985,-0.078749,Stolen goods,1
1943,2020-07-22 02:41:41,51.506255,-0.074901,Controlled drugs,1
1944,2020-07-22 02:41:41,51.506255,-0.074901,Controlled drugs,1
1947,2020-07-22 05:00:16,51.516814,-0.08162,Controlled drugs,1
1948,2020-07-22 05:00:16,51.516814,-0.08162,Controlled drugs,1
1957,2020-07-22 08:00:38,51.516814,-0.08162,Offensive weapons,1
1958,2020-07-22 08:00:38,51.516814,-0.08162,Offensive weapons,1
1959,2020-07-22 09:05:18,51.515606,-0.094094,Stolen goods,1
1960,2020-07-22 09:05:18,51.515606,-0.094094,Stolen goods,1
1961,2020-07-22 09:18:26,51.516497,-0.094115,Article for use in theft,1
1962,2020-07-22 09:18:26,51.516497,-0.094115,Article for use in theft,1
1979,2020-07-23 11:26:32,51.521038,-0.078718,Controlled drugs,1
1980,2020-07-23 11:26:32,51.521038,-0.078718,Controlled drugs,1
1981,2020-07-24 00:14:06,51.517231,-0.079613,Controlled drugs,1
1982,2020-07-24 00:14:06,51.517231,-0.079613,Controlled drugs,1
1983,2020-07-24 00:45:44,51.517196,-0.085149,Controlled drugs,1
1984,2020-07-24 00:45:44,51.517196,-0.085149,Controlled drugs,1
1985,2020-07-24 01:23:41,51.518511,-0.08531,Controlled drugs,1
1986,2020-07-24 01:23:41,51.518511,-0.08531,Controlled drugs,1
1987,2020-07-24 01:41:10,51.517231,-0.079613,Controlled drugs,1
1988,2020-07-24 01:41:10,51.517231,-0.079613,Controlled drugs,1
1993,2020-07-24 08:24:45,51.513268,-0.100202,Article for use in theft,1
1994,2020-07-24 08:24:45,51.513268,-0.100202,Article for use in theft,1
2007,2020-07-25 01:31:22,51.516814,-0.08162,Controlled drugs,1
2008,2020-07-25 01:31:22,51.516814,-0.08162,Controlled drugs,1
2009,2020-07-25 01:43:47,51.516814,-0.08162,Controlled drugs,1
2010,2020-07-25 01:43:47,51.516814,-0.08162,Controlled drugs,1
2013,2020-07-25 03:28:22,51.516814,-0.08162,Controlled drugs,1
2014,2020-07-25 03:28:22,51.516814,-0.08162,Controlled drugs,1
2015,2020-07-25 03:31:41,51.510671,-0.084284,Article for use in theft,1
2016,2020-07-25 03:31:41,51.510671,-0.084284,Article for use in theft,1
2017,2020-07-25 04:51:15,51.516814,-0.08162,Stolen goods,1
2018,2020-07-25 04:51:15,51.516814,-0.08162,Stolen goods,1
2019,2020-07-25 05:00:37,51.516814,-0.08162,Stolen goods,1
2020,2020-07-25 05:00:37,51.516814,-0.08162,Stolen goods,1
2037,2020-07-25 07:22:08,51.518262,-0.097053,Controlled drugs,1
2038,2020-07-25 07:22:08,51.518262,-0.097053,Controlled drugs,1
2041,2020-07-27 02:01:20,51.512888,-0.094482,Controlled drugs,1
2042,2020-07-27 02:01:20,51.512888,-0.094482,Controlled drugs,1
2057,2020-07-27 11:50:11,51.525234,-0.128521,Offensive weapons,1
2058,2020-07-27 11:50:11,51.525234,-0.128521,Offensive weapons,1
2063,2020-07-28 06:00:10,51.512027,-0.082527,Controlled drugs,1
2064,2020-07-28 06:00:10,51.512027,-0.082527,Controlled drugs,1
2067,2020-07-28 07:53:40,51.512027,-0.082527,Controlled drugs,1
2068,2020-07-28 07:53:40,51.512027,-0.082527,Controlled drugs,1
2071,2020-07-29 00:45:04,51.52331,-0.098342,Controlled drugs,1
2072,2020-07-29 00:45:04,51.52331,-0.098342,Controlled drugs,1
2079,2020-07-29 06:04:34,51.516814,-0.08162,Controlled drugs,1
2080,2020-07-29 06:04:34,51.516814,-0.08162,Controlled drugs,1
2087,2020-07-30 02:59:43,51.513769,-0.076833,Controlled drugs,1
2088,2020-07-30 02:59:43,51.513769,-0.076833,Controlled drugs,1
2101,2020-07-30 08:52:15,51.51539,-0.070437,Controlled drugs,1
2102,2020-07-30 08:52:15,51.51539,-0.070437,Controlled drugs,1
2111,2020-07-31 03:27:44,51.517032,-0.089451,Controlled drugs,1
2112,2020-07-31 03:27:44,51.517032,-0.089451,Controlled drugs,1
2117,2020-07-31 05:02:27,51.51768,-0.078484,Controlled drugs,1
2118,2020-07-31 05:02:27,51.51768,-0.078484,Controlled drugs,1
2121,2020-07-31 08:17:28,51.52051,-0.08158,Controlled drugs,1
2122,2020-07-31 08:17:28,51.52051,-0.08158,Controlled drugs,1
2125,2020-07-31 09:01:11,51.504764,-0.113192,Controlled drugs,1
2126,2020-07-31 09:01:11,51.504764,-0.113192,Controlled drugs,1
2142,2020-08-03 04:03:46,51.521038,-0.078718,Controlled drugs,1
2143,2020-08-03 04:39:02,51.514203,-0.094628,Stolen goods,1
2148,2020-08-04 00:23:08,51.509532,-0.088843,Controlled drugs,1
2149,2020-08-04 00:29:22,51.509532,-0.088843,Controlled drugs,1
2157,2020-08-05 06:16:28,51.518864,-0.097562,Controlled drugs,1
2161,2020-08-06 03:38:28,51.515606,-0.094094,Stolen goods,1
2162,2020-08-06 04:14:38,51.513447,-0.093493,Controlled drugs,1
2164,2020-08-07 07:02:47,51.514763,-0.075508,Article for use in theft,1
2165,2020-08-07 07:33:18,51.514367,-0.076592,Stolen goods,1
2169,2020-08-08 01:18:07,51.51792,-0.092628,Controlled drugs,1
2173,2020-08-08 08:45:41,51.513389,-0.080034,Controlled drugs,1
2175,2020-08-08 09:21:07,51.518864,-0.097562,Offensive weapons,1
2176,2020-08-09 01:56:31,51.510868,-0.0969,Controlled drugs,1
2177,2020-08-09 02:11:50,51.512387,-0.082512,Controlled drugs,1
2180,2020-08-09 03:11:54,51.512387,-0.082512,Controlled drugs,1
2181,2020-08-09 03:15:03,51.518864,-0.097562,Offensive weapons,1
2186,2020-08-10 09:45:19,51.512147,-0.092077,Stolen goods,1
2188,2020-08-11 02:34:02,51.514457,-0.073849,Controlled drugs,1
2190,2020-08-11 08:00:44,51.514203,-0.094628,Stolen goods,1
2196,2020-08-12 00:46:13,51.509848,-0.104494,Controlled drugs,1
2198,2020-08-12 01:56:52,51.517244,-0.080376,Stolen goods,1
2200,2020-08-12 02:20:38,51.516351,-0.082965,Controlled drugs,1
2206,2020-08-12 04:49:05,51.510494,-0.084983,Article for use in theft,1
2208,2020-08-12 08:30:00,51.511794,-0.088042,Article for use in theft,1
2212,2020-08-13 02:16:19,51.516347,-0.104887,Controlled drugs,1
2214,2020-08-13 04:11:47,51.514203,-0.094628,Stolen goods,1
2216,2020-08-13 04:52:58,51.517244,-0.080376,Article for use in theft,1
2220,2020-08-14 01:42:37,51.508066,-0.08778,Controlled drugs,1
2224,2020-08-15 01:14:57,51.516767,-0.098572,Controlled drugs,1
2235,2020-08-16 00:31:56,51.519703,-0.101649,Controlled drugs,1
2239,2020-08-16 07:14:30,51.510795,-0.077578,Evidence of offences under the Act,1
2240,2020-08-16 07:20:37,51.510795,-0.077578,Evidence of offences under the Act,1
2241,2020-08-16 07:25:27,51.510795,-0.077578,Evidence of offences under the Act,1
2242,2020-08-16 07:32:58,51.510795,-0.077578,Evidence of offences under the Act,1
2245,2020-08-17 04:44:32,51.525017,-0.035504,Controlled drugs,1
2254,2020-08-18 04:57:45,51.515331,-0.089364,Stolen goods,1
2255,2020-08-18 07:44:28,51.510014,-0.081516,Controlled drugs,1
2259,2020-08-18 10:32:41,51.511923,-0.086624,Controlled drugs,1
2260,2020-08-19 02:33:32,51.514203,-0.094628,Stolen goods,1
2261,2020-08-19 06:14:58,51.514461,-0.092268,Stolen goods,1
2265,2020-08-19 11:45:17,51.51768,-0.078484,Controlled drugs,1
2266,2020-08-20 02:44:53,51.509848,-0.104494,Controlled drugs,1
2271,2020-08-21 02:26:22,51.516814,-0.08162,Controlled drugs,1
2272,2020-08-21 02:38:28,51.52029,-0.078591,Controlled drugs,1
2278,2020-08-22 02:01:58,51.518375,-0.10293,Article for use in theft,1
2279,2020-08-22 05:11:02,51.517244,-0.080376,Stolen goods,1
2285,2020-08-24 03:43:06,51.519015,-0.086976,Article for use in theft,1
2286,2020-08-24 04:30:13,51.513355,-0.089475,Article for use in theft,1
2288,2020-08-24 07:42:07,51.513355,-0.089475,Article for use in theft,1
2290,2020-08-25 04:37:10,51.512147,-0.092077,Stolen goods,1
2295,2020-08-27 03:41:38,51.513885,-0.102741,Stolen goods,1
2298,2020-08-27 10:08:01,51.513389,-0.080034,Controlled drugs,1
2300,2020-08-28 00:14:47,51.517244,-0.080376,Stolen goods,1
2304,2020-08-28 09:27:18,51.51768,-0.078484,Controlled drugs,1
2305,2020-08-28 10:30:22,51.51104,-0.113726,Controlled drugs,1
2311,2020-08-29 04:02:38,51.516351,-0.082965,Controlled drugs,1
2314,2020-08-29 06:47:41,51.516347,-0.104887,Controlled drugs,1
2328,2020-08-31 02:45:22,51.509848,-0.104494,Controlled drugs,1
2329,2020-08-31 03:32:53,51.516814,-0.08162,Article for use in theft,1
2330,2020-08-31 03:41:43,51.516814,-0.08162,Controlled drugs,1
2331,2020-08-31 03:58:20,51.516814,-0.08162,Article for use in theft,1
2332,2020-08-31 04:09:58,51.516814,-0.08162,Article for use in theft,1
2333,2020-08-31 04:21:08,51.516814,-0.08162,Article for use in theft,1
2335,2020-08-31 08:41:57,51.523637,-0.076532,Stolen goods,1
2337,2020-08-31 11:05:44,51.509848,-0.104494,Controlled drugs,1
2341,2020-09-01 07:43:34,51.519812,-0.093933,Controlled drugs,1
2343,2020-09-01 08:34:25,51.517149,-0.08776,Controlled drugs,1
2353,2020-09-03 02:30:10,51.511625,-0.081549,Article for use in theft,1
2357,2020-09-03 08:17:04,51.512598,-0.084967,Stolen goods,1
2368,2020-09-05 00:33:56,51.512108,-0.097973,Controlled drugs,1
2369,2020-09-05 00:47:16,51.517149,-0.08776,Articles for use in criminal damage,1
2378,2020-09-06 01:06:36,51.509757,-0.083386,Controlled drugs,1
2382,2020-09-06 07:59:26,51.516814,-0.08162,Controlled drugs,1
2387,2020-09-08 01:28:05,51.514203,-0.094628,Stolen goods,1
2388,2020-09-08 01:31:30,51.514203,-0.094628,Stolen goods,1
2395,2020-09-08 11:51:09,51.516497,-0.094115,Controlled drugs,1
2399,2020-09-09 05:20:13,51.516814,-0.08162,Controlled drugs,1
2403,2020-09-10 02:32:04,51.518864,-0.097562,Controlled drugs,1
2413,2020-09-11 03:39:01,51.515033,-0.07825,Controlled drugs,1
2417,2020-09-12 01:14:26,51.517058,-0.083296,Controlled drugs,1
2418,2020-09-12 01:21:19,51.513114,-0.086272,Articles for use in criminal damage,1
2421,2020-09-12 06:23:41,51.511133,-0.096659,Controlled drugs,1
2424,2020-09-12 07:07:29,51.517058,-0.083296,Controlled drugs,1
2433,2020-09-13 01:30:10,51.509547,-0.076031,Controlled drugs,1
2436,2020-09-13 02:07:09,51.509547,-0.076031,Controlled drugs,1
2437,2020-09-13 03:04:59,51.51768,-0.078484,Controlled drugs,1
2441,2020-09-13 08:23:34,51.510795,-0.077578,Controlled drugs,1
2454,2020-09-14 10:13:19,51.516814,-0.08162,Controlled drugs,1
2458,2020-09-15 05:34:46,51.517231,-0.079613,Controlled drugs,1
2460,2020-09-16 00:22:54,51.517058,-0.083296,Controlled drugs,1
2466,2020-09-16 08:05:28,51.514203,-0.094628,Article for use in theft,1
2473,2020-09-17 06:12:07,51.517431,-0.082458,Controlled drugs,1
2474,2020-09-17 06:55:10,51.517032,-0.089451,Controlled drugs,1
2475,2020-09-17 09:18:30,51.506255,-0.074901,Controlled drugs,1
2476,2020-09-17 11:18:33,51.514203,-0.094628,Stolen goods,1
2477,2020-09-18 00:46:44,51.517196,-0.085149,Controlled drugs,1
2486,2020-09-18 05:01:39,51.511916,-0.076853,Controlled drugs,1
2489,2020-09-18 05:28:08,51.513171,-0.077694,Stolen goods,1
2490,2020-09-18 05:34:05,51.511916,-0.076853,Controlled drugs,1
2491,2020-09-18 08:22:48,51.513389,-0.080034,Controlled drugs,1
2509,2020-09-21 01:38:12,51.516508,-0.079398,Controlled drugs,1
2514,2020-09-21 05:10:29,51.517032,-0.089451,Controlled drugs,1
2516,2020-09-21 07:10:20,51.509313,-0.07385,Controlled drugs,1
2525,2020-09-22 03:33:03,51.511749,-0.108018,Controlled drugs,1
2533,2020-09-23 10:32:10,51.512598,-0.084967,Evidence of offences under the Act,1
2535,2020-09-24 00:34:15,51.517244,-0.080376,Article for use in theft,1
2536,2020-09-24 01:01:14,51.515728,-0.078393,Controlled drugs,1
2538,2020-09-24 05:39:20,51.510182,-0.092865,Article for use in theft,1
2541,2020-09-24 05:59:12,51.515728,-0.078393,Controlled drugs,1
2553,2020-09-26 00:27:39,51.509614,-0.079011,Stolen goods,1
2554,2020-09-27 00:22:49,51.516006,-0.080573,Controlled drugs,1
2556,2020-09-28 01:01:53,51.516347,-0.104887,Controlled drugs,1
2560,2020-09-28 06:13:25,51.513171,-0.077694,Controlled drugs,1
2561,2020-09-28 06:55:59,51.510828,-0.086166,Controlled drugs,1
2566,2020-09-29 01:44:43,51.516767,-0.098572,Controlled drugs,1
2570,2020-09-29 02:50:40,51.516814,-0.08162,Controlled drugs,1
2580,2020-09-30 05:41:48,51.514203,-0.094628,Stolen goods,1
2584,2020-09-30 08:46:12,51.513389,-0.080034,Controlled drugs,1
2585,2020-09-30 09:56:35,51.513389,-0.080034,Controlled drugs,1
2586,2020-09-30 10:53:35,51.514203,-0.094628,Article for use in theft,1
2593,2020-10-02 07:35:19,51.512598,-0.084967,Controlled drugs,1
2594,2020-10-02 08:47:43,51.510795,-0.077578,Controlled drugs,1
2596,2020-10-02 09:12:33,51.513377,-0.096363,Article for use in theft,1
2599,2020-10-03 00:33:17,51.512678,-0.079444,Controlled drugs,1
2602,2020-10-03 06:53:52,51.516347,-0.104887,Controlled drugs,1
2603,2020-10-03 07:28:23,51.517244,-0.080376,Offensive weapons,1
2604,2020-10-03 08:20:26,51.51265,-0.101452,Controlled drugs,1
2613,2020-10-04 05:51:24,51.516814,-0.08162,Controlled drugs,1
2615,2020-10-04 06:12:31,51.516814,-0.08162,Controlled drugs,1
2621,2020-10-07 00:18:32,51.513928,-0.108231,Article for use in theft,1
2623,2020-10-07 04:20:50,51.514203,-0.094628,Controlled drugs,1
2625,2020-10-07 05:22:44,51.517244,-0.080376,Article for use in theft,1
2628,2020-10-07 09:58:13,51.517244,-0.080376,Article for use in theft,1
2634,2020-10-08 09:06:01,51.516347,-0.104887,Controlled drugs,1
2635,2020-10-08 10:25:13,51.517231,-0.079613,Controlled drugs,1
2636,2020-10-08 11:07:53,51.516814,-0.08162,Stolen goods,1
2637,2020-10-09 01:27:08,51.51953,-0.087084,Article for use in theft,1
2638,2020-10-09 01:30:40,51.51953,-0.087084,Article for use in theft,1
2639,2020-10-09 02:22:41,51.506255,-0.074901,Controlled drugs,1
2644,2020-10-09 07:40:52,51.511812,-0.089698,Controlled drugs,1
2646,2020-10-09 11:23:22,51.513447,-0.093493,Stolen goods,1
2649,2020-10-10 00:06:07,51.509313,-0.07385,Controlled drugs,1
2651,2020-10-10 01:15:33,51.506255,-0.074901,Controlled drugs,1
2656,2020-10-10 05:02:34,51.506255,-0.074901,Controlled drugs,1
2658,2020-10-10 05:47:43,51.506255,-0.074901,Controlled drugs,1
2674,2020-10-13 03:51:04,51.514457,-0.073849,Controlled drugs,1
2675,2020-10-13 05:03:38,51.512952,-0.096814,Controlled drugs,1
2676,2020-10-13 05:04:28,51.512952,-0.096814,Controlled drugs,1
2677,2020-10-13 06:02:57,51.513885,-0.102741,Controlled drugs,1
2679,2020-10-13 09:17:35,51.516814,-0.08162,Controlled drugs,1
2685,2020-10-14 07:56:02,51.515033,-0.07825,Controlled drugs,1
2688,2020-10-15 02:01:32,51.523156,-0.09721,Controlled drugs,1
2690,2020-10-15 02:12:33,51.523156,-0.09721,Controlled drugs,1
2701,2020-10-16 01:11:18,51.514203,-0.094628,Evidence of offences under the Act,1
2703,2020-10-16 01:37:09,51.512598,-0.084967,Article for use in theft,1
2709,2020-10-16 01:56:23,51.518046,-0.077777,Controlled drugs,1
2714,2020-10-16 08:39:37,51.516814,-0.08162,Controlled drugs,1
2716,2020-10-16 08:58:57,51.516347,-0.104887,Controlled drugs,1
2725,2020-10-19 00:23:35,51.518709,-0.101345,Controlled drugs,1
2726,2020-10-19 00:36:26,51.506255,-0.074901,Controlled drugs,1
2732,2020-10-20 08:34:25,51.513454,-0.09172,Stolen goods,1
2737,2020-10-21 07:44:27,51.513454,-0.09172,Article for use in theft,1
2740,2020-10-21 09:10:45,51.516814,-0.08162,Controlled drugs,1
2743,2020-10-22 03:58:25,51.509775,-0.085014,Offensive weapons,1
2744,2020-10-22 04:02:51,51.513552,-0.101055,Article for use in theft,1
2745,2020-10-22 04:10:35,51.513552,-0.101055,Article for use in theft,1
2746,2020-10-22 04:55:31,51.509848,-0.104494,Controlled drugs,1
2748,2020-10-22 08:29:13,51.511625,-0.081549,Stolen goods,1
2749,2020-10-22 10:53:15,51.509757,-0.083386,Controlled drugs,1
2752,2020-10-23 03:15:14,51.516047,-0.075411,Controlled drugs,1
2753,2020-10-23 03:21:06,51.516047,-0.075411,Controlled drugs,1
2756,2020-10-23 04:17:52,51.51539,-0.070437,Articles for use in criminal damage,1
2763,2020-10-24 03:53:34,51.52108,-0.091732,Stolen goods,1
2764,2020-10-24 03:54:55,51.52108,-0.091732,Article for use in theft,1
2775,2020-10-26 06:00:13,51.51265,-0.101452,Controlled drugs,1
2778,2020-10-26 11:49:44,51.512598,-0.084967,Stolen goods,1
2779,2020-10-26 12:13:11,51.517431,-0.082458,Controlled drugs,1
2782,2020-10-27 01:44:07,51.518262,-0.088203,Article for use in theft,1
2797,2020-10-30 02:47:30,51.518511,-0.08531,Controlled drugs,1
2798,2020-10-30 03:03:53,51.518511,-0.08531,Controlled drugs,1
2801,2020-10-30 06:37:55,51.518433,-0.078856,Article for use in theft,1
2809,2020-10-30 08:38:26,51.517431,-0.082458,Controlled drugs,1
2812,2020-10-30 10:17:31,51.517431,-0.082458,Controlled drugs,1
2813,2020-10-30 10:36:55,51.518189,-0.082628,Controlled drugs,1
2814,2020-10-30 10:40:20,51.518619,-0.088621,Controlled drugs,1
2817,2020-10-30 11:21:08,51.517431,-0.082458,Evidence of offences under the Act,1
2818,2020-10-30 12:15:36,51.510626,-0.039135,Controlled drugs,1
2821,2020-10-31 09:18:38,51.518189,-0.082628,Controlled drugs,1
2827,2020-11-02 09:31:06,51.514203,-0.094628,Article for use in theft,1
2832,2020-11-03 04:14:48,51.50932,-0.084701,Controlled drugs,1
2835,2020-11-03 10:01:12,51.513171,-0.077694,Controlled drugs,1
2839,2020-11-04 11:28:38,51.51392,-0.093257,Stolen goods,1
2840,2020-11-05 02:06:35,51.51868,-0.085173,Controlled drugs,1
2841,2020-11-05 03:24:15,51.517678,-0.107672,Article for use in theft,1
2844,2020-11-05 05:51:13,51.516351,-0.082965,Controlled drugs,1
2848,2020-11-05 10:17:59,51.517149,-0.08776,Controlled drugs,1
2853,2020-11-06 04:34:22,51.510182,-0.092865,Controlled drugs,1
2858,2020-11-06 08:06:32,51.512598,-0.084967,Article for use in theft,1
2860,2020-11-06 10:07:14,51.51768,-0.078484,Controlled drugs,1
2861,2020-11-06 10:36:27,51.51265,-0.101452,Controlled drugs,1
2862,2020-11-06 10:39:26,51.516814,-0.08162,Stolen goods,1
2865,2020-11-06 12:36:44,51.510182,-0.092865,Controlled drugs,1
2866,2020-11-07 05:10:59,51.517244,-0.080376,Article for use in theft,1
2868,2020-11-07 06:59:04,51.516814,-0.08162,Article for use in theft,1
2875,2020-11-08 03:56:22,51.518433,-0.078856,Article for use in theft,1
2882,2020-11-09 03:46:21,51.510182,-0.092865,Controlled drugs,1
2885,2020-11-09 08:43:24,51.517244,-0.080376,Stolen goods,1
2887,2020-11-09 11:08:59,51.516814,-0.08162,Crossbows,1
2896,2020-11-11 04:43:51,51.516814,-0.08162,Article for use in theft,1
2905,2020-11-11 08:28:31,51.517431,-0.082458,Controlled drugs,1
2916,2020-11-12 04:12:11,51.51713,-0.107147,Controlled drugs,1
2917,2020-11-12 04:46:36,51.525044,-0.094392,Controlled drugs,1
2930,2020-11-13 05:13:25,51.514753,-0.082571,Stolen goods,1
2932,2020-11-13 07:19:32,51.518189,-0.082628,Controlled drugs,1
2933,2020-11-13 08:07:31,51.51792,-0.092628,Controlled drugs,1
2948,2020-11-14 07:39:35,51.51862,-0.094747,Controlled drugs,1
2957,2020-11-17 01:28:52,51.512598,-0.084967,Stolen goods,1
2959,2020-11-17 04:12:26,51.520059,-0.084251,Article for use in theft,1
2967,2020-11-17 10:56:05,51.51118,-0.073065,Controlled drugs,1
2968,2020-11-18 05:11:51,51.509848,-0.104494,Controlled drugs,1
2971,2020-11-18 07:19:46,51.516834,-0.076199,Controlled drugs,1
2972,2020-11-18 08:24:25,51.508971,-0.078779,Controlled drugs,1
2974,2020-11-19 02:48:58,51.518029,-0.082722,Offensive weapons,1
2975,2020-11-19 03:46:29,51.514203,-0.094628,Article for use in theft,1
2985,2020-11-20 08:12:26,51.510148,-0.077029,Controlled drugs,1
2986,2020-11-20 09:21:56,51.512147,-0.092077,Controlled drugs,1
2988,2020-11-20 11:00:18,51.51868,-0.085173,Controlled drugs,1
3003,2020-11-22 12:03:53,51.5169,-0.084095,Controlled drugs,1
3004,2020-11-22 12:38:41,51.520206,-0.097736,Controlled drugs,1
3006,2020-11-23 01:59:19,51.511445,-0.07608,Controlled drugs,1
3008,2020-11-23 05:01:47,51.512462,-0.076095,Controlled drugs,1
3010,2020-11-23 05:52:36,51.525851,-0.055882,Controlled drugs,1
3018,2020-11-24 02:44:12,51.512598,-0.084967,Stolen goods,1
3019,2020-11-24 04:40:03,51.509532,-0.088843,Controlled drugs,1
3025,2020-11-25 02:29:15,51.509876,-0.086278,Controlled drugs,1
3030,2020-11-25 04:49:22,51.546265,-0.071727,Controlled drugs,1
3037,2020-11-25 11:16:40,51.528493,-0.091394,Controlled drugs,1
3042,2020-11-26 04:05:13,51.512856,-0.073254,Controlled drugs,1
3044,2020-11-26 04:25:22,51.512856,-0.073254,Controlled drugs,1
3047,2020-11-26 05:00:51,51.518864,-0.097562,Article for use in theft,1
3055,2020-11-26 10:20:42,51.513377,-0.096363,Controlled drugs,1
3056,2020-11-26 11:43:25,51.513377,-0.096363,Controlled drugs,1
3066,2020-11-27 05:11:12,51.516814,-0.08162,Controlled drugs,1
3083,2020-11-27 12:45:20,51.513377,-0.096363,Controlled drugs,1
3086,2020-11-28 02:30:02,51.506255,-0.074901,Controlled drugs,1
3087,2020-11-28 02:36:40,51.506255,-0.074901,Controlled drugs,1
3091,2020-11-28 06:51:06,51.516814,-0.08162,Controlled drugs,1
3092,2020-11-28 09:38:16,51.517058,-0.083296,Controlled drugs,1
3093,2020-11-28 11:51:43,51.517149,-0.08776,Controlled drugs,1
3094,2020-11-28 12:45:24,51.506255,-0.074901,Controlled drugs,1
3095,2020-11-29 03:43:02,51.508066,-0.08778,Controlled drugs,1
3100,2020-11-29 12:13:39,51.516814,-0.08162,Stolen goods,1
3103,2020-11-30 04:22:25,51.514804,-0.080782,Controlled drugs,1
3104,2020-11-30 04:28:02,51.509547,-0.076031,Controlled drugs,1
3105,2020-11-30 05:34:43,51.516934,-0.073543,Controlled drugs,1
3106,2020-11-30 05:37:23,51.516934,-0.073543,Controlled drugs,1
3107,2020-11-30 05:40:10,51.516934,-0.073543,Controlled drugs,1
3108,2020-11-30 05:42:30,51.516934,-0.073543,Controlled drugs,1
3112,2020-11-30 08:37:21,51.511053,-0.075722,Controlled drugs,1
3120,2020-12-02 01:06:59,51.534382,-0.057321,Controlled drugs,1
3122,2020-12-02 06:10:18,51.517149,-0.08776,Controlled drugs,1
3123,2020-12-02 08:55:23,51.52051,-0.08158,Controlled drugs,1
3132,2020-12-03 10:08:42,51.510004,-0.07323,Controlled drugs,1
3141,2020-12-05 02:15:48,51.515728,-0.078393,Controlled drugs,1
3149,2020-12-05 04:17:47,51.515546,-0.070056,Stolen goods,1
3154,2020-12-05 07:36:44,51.513606,-0.083959,Controlled drugs,1
3155,2020-12-05 07:58:50,51.522615,-0.077253,Controlled drugs,1
3156,2020-12-05 09:48:21,51.522615,-0.077253,Controlled drugs,1
3167,2020-12-06 02:26:16,51.51494,-0.079162,Offensive weapons,1
3168,2020-12-06 05:56:23,51.522615,-0.077253,Controlled drugs,1
3176,2020-12-07 07:35:20,51.51265,-0.101452,Controlled drugs,1
3178,2020-12-07 08:35:02,51.514158,-0.100179,Controlled drugs,1
3179,2020-12-07 09:04:01,51.514158,-0.100179,Controlled drugs,1
3189,2020-12-08 12:55:29,51.506255,-0.074901,Controlled drugs,1
3193,2020-12-09 02:45:00,51.506255,-0.074901,Controlled drugs,1
3195,2020-12-09 05:37:54,51.50993,-0.068161,Controlled drugs,1
3199,2020-12-09 07:58:59,51.507339,-0.108388,Controlled drugs,1
3201,2020-12-09 08:04:27,51.513114,-0.086272,Controlled drugs,1
3206,2020-12-09 10:45:25,51.513454,-0.09172,Article for use in theft,1
3215,2020-12-10 12:09:50,51.517431,-0.082458,Controlled drugs,1
3217,2020-12-11 01:12:19,51.510786,-0.068816,Article for use in theft,1
3229,2020-12-11 12:05:41,51.509775,-0.085014,Controlled drugs,1
3232,2020-12-12 02:42:13,51.513377,-0.096363,Controlled drugs,1
3242,2020-12-12 11:10:20,51.517032,-0.089451,Controlled drugs,1
3248,2020-12-13 05:10:15,51.51768,-0.078484,Article for use in theft,1
3258,2020-12-14 04:20:06,51.515196,-0.071772,Controlled drugs,1
3260,2020-12-15 04:01:28,51.512391,-0.093796,Controlled drugs,1
3267,2020-12-16 02:47:32,51.52181,-0.097929,Controlled drugs,1
3269,2020-12-16 09:58:09,51.517032,-0.089451,Controlled drugs,1
