,Date,Latitude,Longitude,Object of search,Outcome linked to object of search
4710,2021-07-13 00:31:26,51.513769,-0.076833,Controlled drugs,1
4711,2021-07-13 00:57:09,51.514203,-0.094628,Stolen goods,1
4712,2021-07-13 04:03:19,51.511625,-0.081549,Controlled drugs,1
4713,2021-07-13 04:56:32,51.514203,-0.094628,Stolen goods,1
4720,2021-07-14 05:50:57,51.514418,-0.091823,Controlled drugs,1
4728,2021-07-15 02:33:49,51.508066,-0.08778,Controlled drugs,1
4731,2021-07-15 04:17:12,51.511923,-0.086624,Article for use in theft,1
4732,2021-07-15 06:12:56,51.511625,-0.081549,Stolen goods,1
4745,2021-07-17 03:29:14,51.512652,-0.092719,Evidence of offences under the Act,1
4753,2021-07-17 09:50:29,51.516814,-0.08162,Controlled drugs,1
4757,2021-07-18 02:49:34,51.514203,-0.094628,Controlled drugs,1
4764,2021-07-19 04:56:12,51.514933,-0.074896,Controlled drugs,1
4765,2021-07-19 05:07:21,51.514933,-0.074896,Controlled drugs,1
4767,2021-07-19 11:16:53,51.510494,-0.084983,Article for use in theft,1
4768,2021-07-20 01:30:58,51.513627,-0.076435,Stolen goods,1
4770,2021-07-20 06:46:02,51.510494,-0.084983,Article for use in theft,1
4775,2021-07-21 08:44:09,51.518709,-0.101345,Controlled drugs,1
4780,2021-07-22 05:47:25,51.510494,-0.084983,Article for use in theft,1
4781,2021-07-22 06:50:19,51.517431,-0.082458,Stolen goods,1
4784,2021-07-22 10:41:28,51.517149,-0.08776,Controlled drugs,1
4794,2021-07-24 03:07:14,51.50995,-0.078665,Controlled drugs,1
4796,2021-07-24 03:28:30,51.513171,-0.077694,Controlled drugs,1
4800,2021-07-25 00:16:32,51.509313,-0.07385,Controlled drugs,1
4815,2021-07-27 04:51:58,51.506255,-0.074901,Offensive weapons,1
4817,2021-07-27 05:24:09,51.513389,-0.080034,Controlled drugs,1
4828,2021-07-28 03:57:45,51.508066,-0.08778,Stolen goods,1
4829,2021-07-28 06:38:40,51.511223,-0.089435,Stolen goods,1
4839,2021-07-30 05:43:10,51.516855,-0.080234,Controlled drugs,1
4840,2021-07-30 05:50:24,51.511625,-0.081549,Article for use in theft,1
4841,2021-07-30 06:27:29,51.52108,-0.091732,Article for use in theft,1
4843,2021-07-30 07:53:17,51.51144,-0.083993,Article for use in theft,1
4846,2021-08-01 04:27:32,51.51768,-0.078484,Controlled drugs,1
4848,2021-08-02 01:24:16,51.517196,-0.085149,Controlled drugs,1
4849,2021-08-02 05:18:14,51.516814,-0.08162,Stolen goods,1
4854,2021-08-03 02:45:59,51.513799,-0.071038,Controlled drugs,1
4855,2021-08-03 08:03:56,51.512598,-0.084967,Article for use in theft,1
4861,2021-08-04 05:26:53,51.516814,-0.08162,Controlled drugs,1
4862,2021-08-04 06:03:11,51.518433,-0.078856,Article for use in theft,1
4868,2021-08-05 02:51:14,51.520699,-0.097601,Controlled drugs,1
4869,2021-08-05 03:14:42,51.508066,-0.08778,Controlled drugs,1
4871,2021-08-05 08:08:21,51.512598,-0.084967,Article for use in theft,1
4873,2021-08-05 09:07:59,51.512598,-0.084967,Article for use in theft,1
4874,2021-08-06 04:04:41,51.514203,-0.094628,Controlled drugs,1
4875,2021-08-06 04:06:53,51.514203,-0.094628,Controlled drugs,1
4876,2021-08-06 04:07:23,51.514203,-0.094628,Controlled drugs,1
4877,2021-08-06 09:02:15,51.512598,-0.084967,Article for use in theft,1
4881,2021-08-07 06:06:14,51.515504,-0.07627,Controlled drugs,1
4886,2021-08-10 04:26:36,51.514203,-0.094628,Controlled drugs,1
4887,2021-08-10 05:20:26,51.5169,-0.084095,Controlled drugs,1
4889,2021-08-11 05:37:19,51.512598,-0.084967,Stolen goods,1
4893,2021-08-12 00:10:03,51.511625,-0.081549,Article for use in theft,1
4894,2021-08-12 00:40:53,51.510494,-0.084983,Article for use in theft,1
4896,2021-08-12 06:07:36,51.514367,-0.076592,Controlled drugs,1
4897,2021-08-12 09:04:23,51.512598,-0.084967,Article for use in theft,1
4901,2021-08-13 01:31:58,51.509848,-0.104494,Controlled drugs,1
4905,2021-08-13 07:33:30,51.509848,-0.104494,Controlled drugs,1
4906,2021-08-13 11:16:27,51.511749,-0.108018,Controlled drugs,1
4907,2021-08-13 11:32:08,51.515546,-0.070056,Controlled drugs,1
4908,2021-08-14 00:38:31,51.513524,-0.090506,Article for use in theft,1
4913,2021-08-14 08:54:56,51.518017,-0.075991,Controlled drugs,1
4914,2021-08-14 09:44:39,51.512598,-0.084967,Controlled drugs,1
4923,2021-08-15 04:50:13,51.509313,-0.07385,Controlled drugs,1
4924,2021-08-15 05:50:55,51.516207,-0.101794,Controlled drugs,1
4928,2021-08-15 07:07:37,51.517196,-0.085149,Controlled drugs,1
4931,2021-08-15 09:13:27,51.514804,-0.080782,Articles for use in criminal damage,1
4932,2021-08-15 09:37:16,51.514804,-0.080782,Articles for use in criminal damage,1
4936,2021-08-16 03:57:55,51.51265,-0.101452,Controlled drugs,1
4939,2021-08-16 05:24:48,51.51265,-0.101452,Controlled drugs,1
4941,2021-08-16 11:17:43,51.514804,-0.080782,Articles for use in criminal damage,1
4946,2021-08-17 11:12:00,51.513384,-0.089647,Stolen goods,1
4963,2021-08-19 09:25:01,51.51868,-0.085173,Controlled drugs,1
4966,2021-08-20 04:25:20,51.520059,-0.084251,Controlled drugs,1
4968,2021-08-20 06:52:05,51.522233,-0.107382,Controlled drugs,1
4978,2021-08-21 00:48:32,51.516351,-0.082965,Controlled drugs,1
4984,2021-08-22 10:07:58,51.512147,-0.092077,Controlled drugs,1
4987,2021-08-23 03:16:54,51.514891,-0.117199,Article for use in theft,1
4989,2021-08-23 05:55:32,51.516386,-0.108965,Controlled drugs,1
4991,2021-08-24 00:06:21,51.522682,-0.086822,Stolen goods,1
4994,2021-08-24 04:26:07,51.510148,-0.077029,Controlled drugs,1
5000,2021-08-25 03:28:54,51.511625,-0.081549,Stolen goods,1
5001,2021-08-25 03:35:14,51.51494,-0.079162,Controlled drugs,1
5005,2021-08-25 05:31:26,51.51144,-0.083993,Article for use in theft,1
5006,2021-08-25 05:41:18,51.510494,-0.084983,Controlled drugs,1
5011,2021-08-26 01:35:29,51.516814,-0.08162,Stolen goods,1
5012,2021-08-26 02:09:57,51.516814,-0.08162,Controlled drugs,1
5013,2021-08-26 04:42:26,51.505396,-0.088901,Controlled drugs,1
5017,2021-08-27 02:40:55,51.513914,-0.11071,Controlled drugs,1
5018,2021-08-27 02:46:07,51.512598,-0.084967,Article for use in theft,1
5019,2021-08-27 03:47:13,51.516814,-0.08162,Articles for use in criminal damage,1
5028,2021-08-27 09:30:35,51.517244,-0.080376,Article for use in theft,1
5032,2021-08-28 01:35:49,51.510494,-0.084983,Stolen goods,1
5038,2021-08-28 04:58:54,51.516814,-0.08162,Article for use in theft,1
5041,2021-08-29 01:29:48,51.518226,-0.111497,Controlled drugs,1
5042,2021-08-29 07:33:55,51.511812,-0.089698,Offensive weapons,1
5043,2021-08-30 00:38:42,51.521853,-0.094468,Article for use in theft,1
5044,2021-08-30 00:50:08,51.508066,-0.08778,Controlled drugs,1
5055,2021-08-30 09:14:07,51.515849,-0.077596,Article for use in theft,1
5056,2021-08-30 10:55:17,51.508066,-0.08778,Articles for use in criminal damage,1
5059,2021-08-31 06:47:58,51.512598,-0.084967,Article for use in theft,1
5061,2021-09-01 01:42:47,51.514151,-0.074958,Controlled drugs,1
5071,2021-09-01 07:07:36,51.514203,-0.094628,Article for use in theft,1
5076,2021-09-01 11:49:39,51.514151,-0.074958,Controlled drugs,1
5077,2021-09-02 00:00:46,51.509344,-0.080665,Articles for use in criminal damage,1
5081,2021-09-02 02:11:44,51.517032,-0.089451,Controlled drugs,1
5082,2021-09-02 02:39:26,51.514457,-0.073849,Controlled drugs,1
5086,2021-09-02 04:47:27,51.509344,-0.080665,Articles for use in criminal damage,1
5089,2021-09-02 07:34:16,51.512598,-0.084967,Controlled drugs,1
5093,2021-09-03 04:12:12,51.508066,-0.08778,Controlled drugs,1
5094,2021-09-03 04:21:09,51.508066,-0.08778,Controlled drugs,1
5101,2021-09-03 11:15:53,51.513171,-0.077694,Controlled drugs,1
5103,2021-09-04 04:24:37,51.516814,-0.08162,Controlled drugs,1
5118,2021-09-08 04:04:01,51.513447,-0.093493,Controlled drugs,1
5127,2021-09-08 08:25:30,51.515504,-0.07627,Controlled drugs,1
5129,2021-09-09 01:28:39,51.513454,-0.09172,Article for use in theft,1
5130,2021-09-09 05:21:18,51.514203,-0.094628,Controlled drugs,1
5134,2021-09-09 09:18:22,51.513171,-0.077694,Article for use in theft,1
5135,2021-09-09 09:37:25,51.518091,-0.078308,Controlled drugs,1
5136,2021-09-09 10:43:43,51.518091,-0.078308,Controlled drugs,1
5137,2021-09-10 01:12:16,51.510671,-0.084284,Stolen goods,1
5142,2021-09-10 05:07:08,51.515504,-0.07627,Controlled drugs,1
5143,2021-09-10 06:55:07,51.517244,-0.080376,Controlled drugs,1
5146,2021-09-10 10:37:51,51.518362,-0.077245,Controlled drugs,1
5152,2021-09-11 05:34:59,51.517431,-0.082458,Article for use in theft,1
5156,2021-09-11 10:58:22,51.52181,-0.097929,Controlled drugs,1
5157,2021-09-12 00:13:22,51.51265,-0.101452,Controlled drugs,1
5158,2021-09-12 02:24:22,51.506837,-0.111824,Controlled drugs,1
5159,2021-09-12 02:58:52,51.510868,-0.0969,Controlled drugs,1
5160,2021-09-12 05:16:44,51.512829,-0.094758,Controlled drugs,1
5161,2021-09-12 09:17:25,51.517431,-0.082458,Stolen goods,1
5162,2021-09-12 11:00:41,51.516814,-0.08162,Controlled drugs,1
5165,2021-09-13 02:24:35,51.518262,-0.088203,Offensive weapons,1
5176,2021-09-15 01:12:03,51.512598,-0.084967,Stolen goods,1
5179,2021-09-15 05:32:20,51.516351,-0.082965,Controlled drugs,1
5189,2021-09-16 08:42:37,51.512598,-0.084967,Article for use in theft,1
5197,2021-09-17 09:45:44,51.530644,-0.120975,Article for use in theft,1
5198,2021-09-17 09:53:40,51.509848,-0.104494,Controlled drugs,1
5199,2021-09-17 10:40:52,51.514203,-0.094628,Article for use in theft,1
5212,2021-09-19 10:36:26,51.509344,-0.080665,Article for use in theft,1
5223,2021-09-20 06:08:06,51.513769,-0.076833,Controlled drugs,1
5229,2021-09-21 05:50:39,51.516814,-0.08162,Controlled drugs,1
5230,2021-09-21 05:52:50,51.516814,-0.08162,Controlled drugs,1
5232,2021-09-21 06:16:54,51.513114,-0.086272,Controlled drugs,1
5234,2021-09-21 07:34:38,51.514201,-0.064838,Article for use in theft,1
5238,2021-09-22 00:29:20,51.510671,-0.084284,Article for use in theft,1
5245,2021-09-23 08:23:31,51.518189,-0.082628,Controlled drugs,1
5254,2021-09-24 02:52:23,51.525079,-0.089907,Stolen goods,1
5259,2021-09-24 04:39:05,51.518262,-0.088203,Article for use in theft,1
5261,2021-09-24 06:05:53,51.517032,-0.089451,Controlled drugs,1
5274,2021-09-25 04:39:56,51.518494,-0.111962,Controlled drugs,1
5275,2021-09-25 05:02:04,51.511224,-0.074115,Controlled drugs,1
5282,2021-09-28 05:13:06,51.509848,-0.104494,Controlled drugs,1
5287,2021-09-29 01:35:54,51.512027,-0.082527,Article for use in theft,1
5288,2021-09-29 02:18:18,51.514501,-0.089716,Controlled drugs,1
5290,2021-09-29 02:45:52,51.51144,-0.083993,Article for use in theft,1
5292,2021-09-29 05:14:24,51.51445,-0.100974,Controlled drugs,1
5293,2021-09-29 05:42:54,51.514158,-0.100179,Controlled drugs,1
5297,2021-09-30 03:47:30,51.509757,-0.083386,Controlled drugs,1
5300,2021-09-30 07:02:51,51.509757,-0.083386,Controlled drugs,1
5301,2021-10-01 02:23:35,51.512598,-0.084967,Stolen goods,1
5304,2021-10-01 06:41:34,51.517032,-0.089451,Controlled drugs,1
5305,2021-10-01 06:41:34,51.517032,-0.089451,Controlled drugs,1
5306,2021-10-01 06:53:08,51.512598,-0.084967,Stolen goods,1
5309,2021-10-01 09:07:07,51.517032,-0.089451,Controlled drugs,1
5310,2021-10-03 02:12:38,51.516814,-0.08162,Controlled drugs,1
5313,2021-10-03 04:57:57,51.518433,-0.078856,Controlled drugs,1
5317,2021-10-04 03:46:10,51.516814,-0.08162,Controlled drugs,1
5321,2021-10-06 01:02:02,51.509775,-0.085014,Article for use in theft,1
5326,2021-10-06 08:34:41,51.50932,-0.084701,Controlled drugs,1
5328,2021-10-07 01:17:56,51.516386,-0.108965,Controlled drugs,1
5329,2021-10-07 02:13:41,51.513199,-0.087118,Article for use in theft,1
5333,2021-10-07 05:28:57,51.513389,-0.080034,Controlled drugs,1
5335,2021-10-07 07:56:40,51.517244,-0.080376,Article for use in theft,1
5336,2021-10-07 08:37:37,51.509344,-0.080665,Controlled drugs,1
5338,2021-10-08 01:48:11,51.512147,-0.092077,Article for use in theft,1
5343,2021-10-08 11:22:45,51.520699,-0.097601,Controlled drugs,1
5348,2021-10-09 06:40:25,51.517568,-0.112519,Stolen goods,1
5354,2021-10-11 02:50:28,51.514203,-0.094628,Stolen goods,1
5355,2021-10-12 00:27:16,51.506255,-0.074901,Controlled drugs,1
5358,2021-10-12 05:04:25,51.512598,-0.084967,Article for use in theft,1
5365,2021-10-13 06:18:19,51.522233,-0.107382,Controlled drugs,1
5367,2021-10-13 06:44:05,51.519365,-0.088013,Stolen goods,1
5368,2021-10-13 10:34:34,51.513171,-0.077694,Controlled drugs,1
5369,2021-10-13 10:40:17,51.515606,-0.094094,Controlled drugs,1
5370,2021-10-13 11:09:48,51.514501,-0.089716,Controlled drugs,1
5378,2021-10-15 01:19:44,51.520678,-0.080318,Controlled drugs,1
5389,2021-10-17 11:13:51,51.517909,-0.109709,Stolen goods,1
5391,2021-10-18 00:06:06,51.517912,-0.104909,Offensive weapons,1
5397,2021-10-19 00:37:44,51.515739,-0.100632,Evidence of offences under the Act,1
5401,2021-10-20 03:55:52,51.516814,-0.08162,Offensive weapons,1
5405,2021-10-20 07:50:19,51.512598,-0.084967,Article for use in theft,1
5406,2021-10-20 08:02:20,51.512598,-0.084967,Article for use in theft,1
5415,2021-10-21 09:14:21,51.511625,-0.081549,Article for use in theft,1
5416,2021-10-21 10:42:17,51.511923,-0.086624,Controlled drugs,1
5417,2021-10-22 05:23:13,51.51144,-0.083993,Stolen goods,1
5420,2021-10-23 05:23:13,51.513333,-0.088727,Controlled drugs,1
5426,2021-10-24 01:16:19,51.509757,-0.083386,Controlled drugs,1
5431,2021-10-25 05:20:00,51.516347,-0.104887,Controlled drugs,1
5432,2021-10-25 11:55:27,51.513051,-0.104001,Stolen goods,1
5435,2021-10-26 08:13:02,51.512598,-0.084967,Stolen goods,1
5436,2021-10-27 02:19:30,51.518017,-0.075991,Stolen goods,1
5439,2021-10-27 03:08:39,51.510671,-0.084284,Controlled drugs,1
5441,2021-10-27 04:49:56,51.510671,-0.084284,Controlled drugs,1
5442,2021-10-28 03:14:27,51.517534,-0.09596,Controlled drugs,1
5443,2021-10-28 04:06:28,51.51494,-0.079162,Controlled drugs,1
5451,2021-10-29 04:57:21,51.514157,-0.091258,Controlled drugs,1
5460,2021-10-31 04:45:47,51.513132,-0.09071,Offensive weapons,1
5461,2021-10-31 05:08:50,51.510873,-0.105561,Controlled drugs,1
5463,2021-10-31 07:22:22,51.511749,-0.108018,Controlled drugs,1
5466,2021-11-01 06:29:10,51.509757,-0.083386,Controlled drugs,1
5467,2021-11-01 07:39:48,51.50932,-0.084701,Controlled drugs,1
5468,2021-11-01 07:50:51,51.508066,-0.08778,Offensive weapons,1
5469,2021-11-01 11:18:51,51.513171,-0.077694,Controlled drugs,1
5470,2021-11-02 06:14:39,51.515037,-0.102794,Article for use in theft,1
5472,2021-11-03 03:51:15,51.518864,-0.097562,Stolen goods,1
5473,2021-11-03 04:11:27,51.521038,-0.078718,Controlled drugs,1
5474,2021-11-03 05:22:02,51.512598,-0.084967,Stolen goods,1
5475,2021-11-03 06:33:24,51.511625,-0.081549,Article for use in theft,1
5476,2021-11-03 06:50:48,51.521038,-0.078718,Controlled drugs,1
5479,2021-11-03 07:28:48,51.516233,-0.077392,Controlled drugs,1
5480,2021-11-03 08:08:59,51.511625,-0.081549,Article for use in theft,1
5485,2021-11-03 12:31:59,51.513885,-0.102741,Stolen goods,1
5486,2021-11-04 03:39:02,51.517032,-0.089451,Offensive weapons,1
5487,2021-11-04 05:20:52,51.513389,-0.080034,Controlled drugs,1
5489,2021-11-04 06:38:53,51.513389,-0.080034,Controlled drugs,1
5492,2021-11-05 01:57:51,51.522233,-0.107382,Controlled drugs,1
5493,2021-11-05 03:47:39,51.512598,-0.084967,Article for use in theft,1
5497,2021-11-05 09:47:46,51.514151,-0.074958,Controlled drugs,1
5502,2021-11-06 07:10:33,51.512598,-0.084967,Controlled drugs,1
5517,2021-11-08 06:25:29,51.516814,-0.08162,Controlled drugs,1
5521,2021-11-09 07:23:20,51.512856,-0.073254,Stolen goods,1
5529,2021-11-10 06:07:16,51.509547,-0.076031,Controlled drugs,1
5531,2021-11-10 10:19:26,51.518262,-0.088203,Controlled drugs,1
5534,2021-11-11 06:54:18,51.517431,-0.082458,Article for use in theft,1
5535,2021-11-11 07:31:34,51.517431,-0.082458,Article for use in theft,1
5539,2021-11-11 10:38:03,51.519896,-0.087486,Article for use in theft,1
5541,2021-11-12 01:00:43,51.519783,-0.086655,Article for use in theft,1
5545,2021-11-12 05:07:46,51.516814,-0.08162,Controlled drugs,1
5546,2021-11-12 05:42:16,51.50932,-0.084701,Controlled drugs,1
5548,2021-11-12 05:56:00,51.513865,-0.092625,Controlled drugs,1
5551,2021-11-12 09:35:22,51.515142,-0.097645,Offensive weapons,1
5552,2021-11-12 12:36:58,51.517032,-0.089451,Controlled drugs,1
5559,2021-11-13 09:24:02,51.51532,-0.069431,Controlled drugs,1
5573,2021-11-14 06:21:22,51.512147,-0.092077,Offensive weapons,1
5601,2021-11-18 06:54:18,51.513627,-0.076435,Stolen goods,1
5605,2021-11-18 10:10:37,51.512856,-0.073254,Controlled drugs,1
5615,2021-11-19 03:10:31,51.514457,-0.073849,Article for use in theft,1
5616,2021-11-19 03:25:34,51.519807,-0.09144,Controlled drugs,1
5621,2021-11-19 06:32:05,51.512598,-0.084967,Article for use in theft,1
5622,2021-11-19 06:41:22,51.514203,-0.094628,Stolen goods,1
5626,2021-11-20 03:37:32,51.518226,-0.111497,Article for use in theft,1
5630,2021-11-20 10:47:43,51.512598,-0.084967,Controlled drugs,1
5633,2021-11-21 03:41:39,51.517534,-0.09596,Controlled drugs,1
5637,2021-11-22 01:31:19,51.518864,-0.097562,Controlled drugs,1
5638,2021-11-22 01:44:43,51.512598,-0.084967,Article for use in theft,1
5639,2021-11-22 02:17:01,51.512598,-0.084967,Stolen goods,1
5640,2021-11-22 02:26:17,51.512598,-0.084967,Article for use in theft,1
5641,2021-11-22 02:46:47,51.50993,-0.068161,Controlled drugs,1
5649,2021-11-23 05:44:15,51.518189,-0.082628,Article for use in theft,1
5656,2021-11-24 05:15:31,51.514203,-0.094628,Stolen goods,1
5658,2021-11-24 06:15:16,51.514203,-0.094628,Article for use in theft,1
5670,2021-11-26 06:32:54,51.516814,-0.08162,Controlled drugs,1
5675,2021-11-26 10:49:11,51.508066,-0.08778,Article for use in theft,1
5676,2021-11-27 01:25:50,51.516814,-0.08162,Controlled drugs,1
5681,2021-11-27 06:11:24,51.516814,-0.08162,Controlled drugs,1
5685,2021-11-27 10:54:20,51.51768,-0.078484,Controlled drugs,1
5687,2021-11-28 06:32:37,51.516814,-0.08162,Controlled drugs,1
5689,2021-11-28 12:48:49,51.511794,-0.088042,Controlled drugs,1
5690,2021-11-29 03:31:06,51.518511,-0.08531,Controlled drugs,1
5693,2021-11-29 05:10:28,51.514151,-0.074958,Controlled drugs,1
5697,2021-11-30 01:36:42,51.516814,-0.08162,Controlled drugs,1
5704,2021-12-01 03:10:12,51.506255,-0.074901,Controlled drugs,1
5705,2021-12-01 06:17:51,51.512598,-0.084967,Article for use in theft,1
5707,2021-12-01 11:36:49,51.517431,-0.082458,Controlled drugs,1
5709,2021-12-02 01:56:01,51.513114,-0.086272,Controlled drugs,1
5710,2021-12-02 05:10:02,51.514151,-0.074958,Controlled drugs,1
5711,2021-12-02 06:25:26,51.515728,-0.078393,Controlled drugs,1
5713,2021-12-02 07:46:43,51.52051,-0.08158,Controlled drugs,1
5714,2021-12-02 08:51:00,51.525445,-0.087528,Controlled drugs,1
5719,2021-12-03 09:53:05,51.513885,-0.102741,Article for use in theft,1
5720,2021-12-03 10:40:17,51.512598,-0.084967,Controlled drugs,1
5723,2021-12-04 03:06:12,51.511749,-0.108018,Controlled drugs,1
5725,2021-12-04 04:58:12,51.516386,-0.108965,Controlled drugs,1
5730,2021-12-05 10:01:31,51.517032,-0.089451,Controlled drugs,1
5733,2021-12-06 07:30:36,51.512598,-0.084967,Stolen goods,1
5734,2021-12-07 03:12:57,51.511495,-0.089582,Controlled drugs,1
5735,2021-12-07 03:31:45,51.511118,-0.090203,Controlled drugs,1
5737,2021-12-08 12:55:33,51.51265,-0.101452,Evidence of offences under the Act,1
5741,2021-12-09 07:52:09,51.513435,-0.075146,Controlled drugs,1
5744,2021-12-09 09:25:59,51.51322,-0.095015,Controlled drugs,1
5745,2021-12-09 11:05:55,51.516814,-0.08162,Stolen goods,1
5750,2021-12-10 02:06:58,51.51265,-0.101452,Controlled drugs,1
5754,2021-12-10 07:03:31,51.51144,-0.083993,Article for use in theft,1
5755,2021-12-10 07:59:26,51.51144,-0.083993,Article for use in theft,1
5757,2021-12-10 10:08:38,51.51144,-0.083993,Article for use in theft,1
5761,2021-12-11 05:09:56,51.509313,-0.07385,Controlled drugs,1
5766,2021-12-12 04:23:40,51.51265,-0.101452,Controlled drugs,1
5767,2021-12-12 05:02:25,51.512598,-0.084967,Article for use in theft,1
5774,2021-12-13 03:17:03,51.513928,-0.108231,Offensive weapons,1
5775,2021-12-13 04:33:11,51.515033,-0.07825,Controlled drugs,1
5776,2021-12-13 10:28:49,51.516814,-0.08162,Stolen goods,1
5779,2021-12-14 08:09:53,51.51265,-0.101452,Controlled drugs,1
5780,2021-12-14 08:33:49,51.513171,-0.077694,Controlled drugs,1
5790,2021-12-16 02:10:39,51.509848,-0.104494,Controlled drugs,1
5791,2021-12-16 02:24:57,51.509848,-0.104494,Controlled drugs,1
5792,2021-12-16 02:49:02,51.513129,-0.094933,Controlled drugs,1
5794,2021-12-16 05:36:43,51.513129,-0.094933,Controlled drugs,1
5795,2021-12-16 05:42:40,51.513129,-0.094933,Controlled drugs,1
5798,2021-12-16 10:43:20,51.517431,-0.082458,Stolen goods,1
5799,2021-12-16 10:43:54,51.517431,-0.082458,Article for use in theft,1
5800,2021-12-16 10:53:07,51.516233,-0.077392,Controlled drugs,1
5802,2021-12-16 11:17:54,51.517431,-0.082458,Stolen goods,1
5824,2021-12-21 04:45:54,51.512598,-0.084967,Article for use in theft,1
5832,2021-12-22 01:46:05,51.509848,-0.104494,Controlled drugs,1
5835,2021-12-23 04:39:32,51.506338,-0.088227,Offensive weapons,1
5836,2021-12-23 04:39:56,51.506338,-0.088227,Offensive weapons,1
5837,2021-12-23 06:00:30,51.513114,-0.086272,Controlled drugs,1
5846,2021-12-24 05:25:32,51.509848,-0.104494,Controlled drugs,1
5851,2021-12-26 04:30:05,51.522615,-0.077253,Article for use in theft,1
5854,2021-12-27 08:46:38,51.508066,-0.08778,Controlled drugs,1
5865,2021-12-29 07:48:34,51.516814,-0.08162,Article for use in theft,1
5867,2021-12-29 12:57:23,51.512856,-0.073254,Controlled drugs,1
5868,2021-12-30 02:41:14,51.514151,-0.074958,Stolen goods,1
5869,2021-12-30 03:25:10,51.510671,-0.084284,Article for use in theft,1
5879,2021-12-31 03:52:17,51.513447,-0.093493,Controlled drugs,1
5885,2021-12-31 06:26:14,51.516814,-0.08162,Stolen goods,1
5902,2022-01-02 04:30:40,51.51265,-0.101452,Controlled drugs,1
5903,2022-01-02 04:36:52,51.517032,-0.089451,Controlled drugs,1
5912,2022-01-04 02:21:57,51.506255,-0.074901,Controlled drugs,1
5920,2022-01-05 02:52:01,51.51104,-0.113726,Controlled drugs,1
5922,2022-01-05 05:10:16,51.513394,-0.084199,Article for use in theft,1
5924,2022-01-05 08:03:44,51.506255,-0.074901,Controlled drugs,1
5929,2022-01-06 06:36:14,51.512598,-0.084967,Article for use in theft,1
5932,2022-01-06 08:44:44,51.516814,-0.08162,Controlled drugs,1
5934,2022-01-07 04:24:14,51.513389,-0.080034,Controlled drugs,1
5953,2022-01-10 05:05:22,51.525568,-0.032468,Controlled drugs,1
5955,2022-01-10 12:37:39,51.518864,-0.097562,Article for use in theft,1
5962,2022-01-11 07:34:11,51.509848,-0.104494,Controlled drugs,1
5965,2022-01-11 08:57:01,51.516814,-0.08162,Stolen goods,1
5979,2022-01-13 04:21:58,51.518189,-0.082628,Article for use in theft,1
5984,2022-01-13 06:35:55,51.512598,-0.084967,Article for use in theft,1
5991,2022-01-14 04:44:13,51.509848,-0.104494,Controlled drugs,1
5993,2022-01-14 06:29:00,51.513447,-0.093493,Stolen goods,1
5995,2022-01-14 08:42:14,51.517431,-0.082458,Article for use in theft,1
5996,2022-01-14 11:42:19,51.509757,-0.083386,Controlled drugs,1
5997,2022-01-15 02:31:15,51.509993,-0.083506,Controlled drugs,1
5998,2022-01-15 02:41:32,51.509993,-0.083506,Controlled drugs,1
6001,2022-01-15 06:50:51,51.520624,-0.10964,Controlled drugs,1
6003,2022-01-15 12:48:25,51.509993,-0.083506,Controlled drugs,1
6009,2022-01-16 07:30:27,51.520624,-0.10964,Controlled drugs,1
6011,2022-01-17 03:21:20,51.511923,-0.086624,Controlled drugs,1
6018,2022-01-18 02:30:28,51.517839,-0.107607,Article for use in theft,1
6031,2022-01-19 06:15:36,51.512598,-0.084967,Article for use in theft,1
6034,2022-01-19 10:12:44,51.506338,-0.088227,Offensive weapons,1
6044,2022-01-20 06:13:42,51.514804,-0.080782,Stolen goods,1
6046,2022-01-20 09:29:16,51.514804,-0.080782,Article for use in theft,1
6048,2022-01-21 02:08:55,51.513171,-0.077694,Controlled drugs,1
6053,2022-01-21 08:48:06,51.51768,-0.078484,Article for use in theft,1
6056,2022-01-22 01:47:59,51.509414,-0.093791,Controlled drugs,1
6057,2022-01-22 04:22:54,51.517244,-0.080376,Article for use in theft,1
6061,2022-01-23 06:55:09,51.511224,-0.074115,Controlled drugs,1
6063,2022-01-23 10:32:13,51.510182,-0.092865,Controlled drugs,1
6066,2022-01-24 02:34:21,51.516814,-0.08162,Controlled drugs,1
6069,2022-01-25 04:10:45,51.510787,-0.096385,Evidence of offences under the Act,1
6070,2022-01-25 05:09:51,51.512462,-0.076095,Controlled drugs,1
6077,2022-01-26 03:21:19,51.517576,-0.079786,Controlled drugs,1
6078,2022-01-26 03:21:19,51.517032,-0.089451,Controlled drugs,1
6079,2022-01-26 03:22:50,51.517032,-0.089451,Controlled drugs,1
6083,2022-01-26 08:59:32,51.518091,-0.078308,Controlled drugs,1
6084,2022-01-27 02:13:14,51.51121,-0.094206,Article for use in theft,1
6085,2022-01-27 02:54:30,51.509344,-0.080665,Stolen goods,1
6087,2022-01-27 04:10:23,51.517431,-0.082458,Stolen goods,1
6092,2022-01-27 08:53:10,51.513051,-0.104001,Controlled drugs,1
6094,2022-01-27 12:06:15,51.517149,-0.08776,Controlled drugs,1
6095,2022-01-27 12:08:54,51.512856,-0.073254,Controlled drugs,1
6097,2022-01-28 01:53:13,51.509848,-0.104494,Controlled drugs,1
6104,2022-01-28 10:16:44,51.514203,-0.094628,Controlled drugs,1
6105,2022-01-28 11:52:49,51.516814,-0.08162,Controlled drugs,1
